ATR%,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_2,percent_change_Close_lag_3,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_Divergence,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,B%,positive_streak,negative_streak,is_gap_up,is_gap_down,move_from_gap%,VPT,RF_Predictions,LSTM_Predictions,Prediction_Error,Adjusted_LSTM_Predictions
2.133,-1.609,2.354,-0.1425,-1.129,-1.0,-1.139,0.0,0.0,-1.31,-1.481,0.4314,1.0,-0.189,3.852,-0.2472,-0.2461,-2.91,0.272,-3.41599999,-0.2634,-3.418,-3.414,-3.416,-0.1602,-0.1512,0.0,-1.0,-0.152,-7.0,-0.12415,-0.943,0.3242,-0.1545,-3.0,-1.5,-2.0,2.041,-0.56,-0.0855,-0.5,0.0,0.0,0.0,0.0,-12.17,-0.4604799999999999,,,
2.133,-1.609,2.354,-0.1425,-1.129,-1.0,-1.139,0.0,0.0,-1.31,-1.481,0.1825,0.0,-0.1876,3.852,-0.2472,-0.2461,-2.91,0.272,-3.41599999,-0.2634,-3.418,-3.414,-3.416,-0.1602,-0.1512,0.0,-1.0,-0.152,-7.0,-0.1244,-0.943,0.3242,-0.1545,-3.0,-1.5,-2.0,2.041,-0.56,-0.0855,-0.5,1.0,0.0,0.0,0.0,-12.17,-0.4596719999999998,,,
2.133,-1.609,2.354,-0.1425,-1.129,-1.0,-1.139,0.0,0.0,-1.31,-1.481,0.1599,0.0,-0.1864,2.14,-0.2472,-0.2461,-2.91,0.272,-0.44679999,-0.2634,-3.418,-3.414,-3.416,-0.1602,-0.1512,0.0,-1.0,-0.152,-7.0,-0.1244,-0.943,0.3242,-0.01289,-3.0,-1.5,-2.0,2.041,-0.56,-0.0855,-0.5,2.0,0.0,0.0,0.0,-0.5625,-1.3202920000000002,,,
2.133,-1.609,2.354,-0.1425,-1.129,-1.0,-1.139,0.0,0.0,-1.31,-1.481,0.0806,0.0,-0.185,1.569,-0.2472,-0.2461,-2.91,0.272,-1.54399999,-0.2634,-0.4468,-3.414,-3.416,-0.1602,-0.1512,0.0,-1.0,-0.152,-7.0,-0.12445,-0.943,0.3242,-0.02477,-3.0,-1.5,-2.0,2.041,-0.56,-0.0855,-0.5,3.0,0.0,0.0,0.0,-1.76,-2.337211999999999,,,
2.133,-1.609,2.354,-0.1425,-1.129,-1.0,-1.139,0.0,0.0,-1.31,-1.481,-0.1458,0.0,-0.1838,3.852,-0.2472,-0.2461,-2.91,0.272,-3.41599999,-0.2634,-1.544,-0.4458,-3.416,-0.1602,-0.1512,0.0,-1.0,-0.152,-7.0,-0.1246,-0.943,0.3242,-0.179,-3.0,-1.5,-2.0,2.041,-0.56,-0.0855,-0.5,4.0,0.0,0.0,0.0,-12.17,-0.120196,,,
2.133,-1.609,2.354,-0.1425,-1.129,-1.0,-1.139,0.0,0.0,-1.31,-1.481,-0.1797,0.0,-0.1825,2.576,-0.2472,-0.2461,-2.91,0.272,-0.79929999,-0.2634,-3.418,-1.542,-0.4456,-0.1602,-0.1512,0.0,-1.0,-0.152,-7.0,-0.1246,-0.943,0.3242,-0.02342,-3.0,-1.5,-2.0,2.041,-0.56,-0.0855,-0.5,5.0,0.0,0.0,0.0,-1.942,-0.376852,,,
2.133,-1.609,2.354,-0.1425,-1.129,-1.0,-1.139,0.0,0.0,-1.31,-1.481,-0.06647,0.0,-0.1813,3.621,-0.2472,-0.2461,-2.91,0.272,2.65400001,-0.2634,-0.7993,-3.414,-1.542,-0.1602,-0.1512,0.0,-1.0,-0.152,-7.0,-0.1244,-0.943,0.3242,0.0652,-2.0,-1.5,-2.0,2.041,-0.56,-0.0855,0.0,0.0,0.0,0.0,0.0,8.89,0.9713359999999998,,,
2.133,-1.609,2.354,-0.1425,-1.129,-1.0,-1.139,0.0,0.0,-1.31,-1.481,0.02406,0.0,-0.1799,3.375,-0.2472,-0.2461,-2.91,0.272,1.97300001,-0.2634,2.654,-0.798,-3.416,-0.1602,-0.1512,0.0,-1.0,-0.152,-7.0,-0.12427,-0.943,0.3242,0.02434,-1.0,-1.5,-2.0,2.041,-0.56,-0.0855,0.5,0.0,0.0,0.0,0.0,3.607,-0.729144,,,
2.133,-1.609,2.354,-0.1425,-1.129,-1.0,-1.139,0.0,0.0,-1.31,-1.481,-0.0325,0.0,-0.1787,1.493,-0.2472,-0.2461,-2.91,0.272,-1.19299999,-0.2634,1.973,2.654,-0.798,-0.1602,-0.1512,0.0,-1.0,-0.152,-7.0,-0.1243,-0.943,0.3242,-0.01775,-1.0,-1.5,-2.0,2.041,-0.56,-0.0855,-0.5,1.0,0.0,0.0,0.0,-1.139,-0.505972,,,
2.133,-1.609,2.354,-0.1425,-1.129,-1.0,-1.139,0.0,0.0,-1.31,-1.481,-0.06082,0.0,-0.1774,0.5034,-0.2472,-0.2461,-2.91,0.272,-0.62499999,-0.2634,-1.193,1.973,2.654,-0.1602,-0.1512,0.0,-1.0,-0.152,-7.0,-0.1243,-0.943,0.3242,-0.01129,-1.0,-1.5,-2.0,2.041,-0.56,-0.0855,-0.5,2.0,0.0,0.0,0.0,-0.4546,0.160964,,,
2.133,-1.609,2.354,-0.1425,-1.129,-1.0,-1.139,0.0,0.0,-1.31,-1.481,-0.06647,0.0,-0.1761,-0.2686,-0.2472,-0.2461,-2.91,0.272,-0.13949999,-0.2634,-0.625,-1.191,1.973,-0.1602,-0.1512,0.0,-1.0,-0.152,-7.0,-0.1243,-0.943,0.3242,-0.00793,-1.0,-1.5,-2.0,2.041,-0.56,-0.0855,-0.5,3.0,0.0,0.0,0.0,-0.07916,0.159428,,,
