ATR%,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_2,percent_change_Close_lag_3,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_Divergence,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,B%,positive_streak,negative_streak,is_gap_up,is_gap_down,move_from_gap%,VPT,RF_Predictions,LSTM_Predictions,Prediction_Error,Adjusted_LSTM_Predictions
-0.265,-0.04758,0.523,-0.1587,-7.97,-1.0,-1.495,0.0,0.0,-0.355,-0.638,0.6094,1.0,-0.2747,0.014656,-0.491,-0.541,-0.08826,0.4802,0.2153999999999999,-0.6616,0.2153,0.2153,0.2153,-0.742,-0.7373,0.0,-1.0,-0.74,0.0,-0.529,-0.7163,-0.3489,0.03162,-1.0,-1.5,-1.0,-0.04117,0.0441,-0.9395,0.0,0.0,0.0,0.0,0.0,0.198,0.066904,,,
-0.265,-0.04758,0.523,-0.1587,-7.97,-1.0,-1.495,0.0,0.0,-0.355,-0.638,0.6094,1.0,-0.2747,-0.5674,-0.491,-0.541,-0.08826,0.4802,0.2153999999999999,-0.6616,0.2153,0.2153,0.2153,-0.742,-0.7373,0.0,-1.0,-0.74,0.0,-0.529,-0.7163,-0.3489,0.03162,-1.0,-1.5,-1.0,-0.04117,0.0441,-0.9395,1.0,0.0,0.0,0.0,0.0,0.198,-0.087276,,,
-0.265,-0.04758,0.523,-0.1587,-7.97,-1.0,-1.495,0.0,0.0,-0.355,-0.638,0.598,0.0,-0.272,-0.2769,-0.491,-0.541,-0.08826,0.4802,-0.10714,-0.6616,0.2153,0.2153,0.2153,-0.742,-0.7373,0.0,-1.0,-0.74,0.0,-0.5293,-0.7163,-0.3489,-0.01674,-1.0,-1.5,-1.0,-0.04117,0.0441,-0.9395,0.0,1.0,0.0,0.0,0.0,-0.1045,-0.3990096000000001,,,
-0.265,-0.04758,0.523,-0.1587,-7.97,-1.0,-1.495,0.0,0.0,-0.355,-0.638,0.531,0.0,-0.2695,-0.4104,-0.491,-0.541,-0.08826,0.4802,-0.6444,-0.6616,-0.10724,0.2153,0.2153,-0.742,-0.7373,0.0,-1.0,-0.74,0.0,-0.531,-0.7163,-0.3489,-0.05246,-1.0,-1.5,-1.0,-0.04117,0.0441,-0.9395,0.0,2.0,0.0,0.0,0.0,-0.3281,-0.037468,,,
-0.265,-0.04758,0.523,-0.1587,-7.97,-1.0,-1.495,0.0,0.0,-0.355,-0.638,0.531,0.0,-0.2668,-0.2644,-0.491,-0.541,-0.08826,0.4802,0.0001,-0.6616,-0.6445,-0.1073,0.2153,-0.742,-0.7373,0.0,-1.0,-0.74,0.0,-0.531,-0.7163,-0.3489,0.0,-1.0,-1.5,-1.0,-0.04117,0.0441,-0.9395,0.0,0.0,0.0,0.0,0.0,0.0,-0.181172,,,
-0.265,-0.04758,0.523,-0.1587,-7.97,-1.0,-1.495,0.0,0.0,-0.355,-0.638,0.5083,0.0,-0.2642,-0.26,-0.491,-0.541,-0.08826,0.4802,-0.2172,-0.6616,0.0,-0.645,-0.1073,-0.742,-0.7373,0.0,-1.0,-0.74,0.0,-0.531,-0.7163,-0.3489,-0.03586,-1.0,-1.5,-1.0,-0.04117,0.0441,-0.9395,0.0,1.0,0.0,0.0,0.0,-0.2266,-0.0094799999999999,,,
-0.265,-0.04758,0.523,-0.1587,-7.97,-1.0,-1.495,0.0,0.0,-0.355,-0.638,0.43,0.0,-0.2617,-0.2449,-0.491,-0.541,-0.08826,0.4802,-0.7629,-0.6616,-0.2173,0.0,-0.645,-0.742,-0.7373,0.0,-1.0,-0.74,0.0,-0.531,-0.7163,-0.3489,-0.0868,-2.0,-1.5,-1.0,-0.04117,0.0441,-0.9395,0.0,2.0,0.0,0.0,0.0,-0.551,0.21794,,,
-0.265,-0.04758,0.523,-0.1587,-7.97,-1.0,-1.495,0.0,0.0,-0.355,-0.638,0.486,0.0,-0.259,-0.55,-0.491,-0.541,-0.08826,0.4802,0.5523,-0.6616,-0.763,-0.2173,0.0,-0.742,-0.7373,0.0,-1.0,-0.74,0.0,-0.531,-0.7163,-0.3489,0.03806,-1.0,-1.5,-1.0,-0.04117,0.0441,-0.9395,1.0,0.0,0.0,0.0,0.0,0.2445,-0.8375591999999998,,,
-0.265,-0.04758,0.523,-0.1587,-7.97,-1.0,-1.495,0.0,0.0,-0.355,-0.638,0.3625,0.0,-0.2566,-0.3816,-0.491,-0.541,-0.08826,0.4802,-1.2029,-0.6616,0.5522,-0.763,-0.2173,-0.742,-0.7373,0.0,-1.0,-0.74,0.0,-0.531,-0.7163,-0.3489,-0.1165,-1.0,-1.5,-1.0,-0.04117,0.0441,-0.9395,0.0,1.0,0.0,0.0,0.0,-0.7417,-0.4724960000000001,,,
-0.265,-0.04758,0.523,-0.1587,-7.97,-1.0,-1.495,0.0,0.0,-0.355,-0.638,0.2842,0.0,-0.254,0.0888,-0.491,-0.541,-0.08826,0.4802,-0.7816,-0.6616,-1.203,0.5522,-0.763,-0.742,-0.7373,0.0,-1.0,-0.74,0.0,-0.531,-0.7163,-0.3489,-0.1028,-1.0,-1.5,-1.0,-0.04117,0.0441,-0.9395,0.0,2.0,0.0,1.0,-2.588,-0.6675,0.5838919999999999,,,
-0.265,-0.04758,0.523,-0.1587,-7.97,-1.0,-1.495,0.0,0.0,-0.355,-0.638,0.3513,0.0,-0.2512,0.2222,-0.491,-0.541,-0.08826,0.4802,0.6788,-0.6616,-0.7817,-1.204,0.5522,-0.742,-0.7373,0.0,-1.0,-0.74,0.0,-0.531,-0.7163,-0.3489,0.08777,0.0,-1.0,-1.0,-0.04117,0.0441,-0.9395,1.0,0.0,0.0,0.0,0.0,0.5776,-0.4174800000000001,,,
-0.265,-0.04758,0.523,-0.1587,-7.97,-1.0,-1.495,0.0,0.0,-0.355,-0.638,0.2842,0.0,-0.2487,0.5454,-0.491,-0.541,-0.08826,0.4802,-0.6713,-0.6616,0.6787,-0.7817,-1.204,-0.742,-0.7373,0.0,-1.0,-0.74,0.0,-0.531,-0.7163,-0.3489,-0.0837,0.0,-1.5,-1.0,-0.04117,0.0441,-0.9395,0.0,1.0,0.0,0.0,0.0,-0.545,0.9535920000000004,,,
-0.265,-0.04758,0.523,-0.1587,-7.97,-1.0,-1.495,0.0,0.0,-0.355,-0.638,0.4075,0.0,-0.2461,0.2068,-0.491,-0.541,-0.08826,0.4802,1.2451,-0.6616,-0.6714,0.679,-0.7817,-0.742,-0.7373,0.0,-1.0,-0.74,0.0,-0.531,-0.7163,-0.3489,0.1106,0.0,-1.0,-1.0,-0.04117,0.0441,-0.9395,1.0,0.0,0.0,0.0,0.0,0.728,0.3034799999999999,,,
-0.265,-0.04758,0.523,-0.1587,-7.97,-1.0,-1.495,1.0,0.0,-0.355,-0.638,0.4749,0.0,-0.2435,-0.2537,-0.491,-0.541,-0.08826,0.4802,0.6651,-0.6616,1.245,-0.6714,0.679,-0.742,-0.7373,0.0,-1.0,-0.74,0.0,-0.53,-0.7163,-0.3489,0.0762,1.0,-0.5,-1.0,-0.04117,0.0441,-0.9395,2.0,0.0,0.0,0.0,0.0,0.4912,-0.9730839999999996,,,
