Date,Close,ATR%,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,Weighted_Close_Change_Velocity,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_2,percent_change_Close_lag_3,percent_change_Close_lag_4,percent_change_Close_lag_5,percent_change_Close_lag_1-5,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_overbought,RSI_oversold,RSI_very_overbought,RSI_very_oversold,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,B%,positive_streak,negative_streak,is_gap_up,is_gap_down,move_from_gap%,VPT
2002-01-23,6.11000013,4.2903899,-4.58449429,-25.32889962,-1.77897851,-0.08462576,6.0,0.0,0,0,1.38211009,1.29630229,-45.6888877,0,177.0,3.10965717,0.06452688,0.10571266,-4.72744439,-42.9939588,-0.07111108,0.0,0.26779804,-0.05855156,-0.00307227,0.01718752,0.04918036,0.01160857,0.01635262,6.25000007,6.32000004,0,1,6.38000007,0,-1.87065552,40.82568516,0,0,0,0,0.0,2.0,3.0,6.0,7.68668027,-0.39724384,0.24794445,0.0,0.0,0,0,0.0,0.0
2002-01-24,6.01999998,4.16468885,-5.20751437,-26.25034492,-1.81203567,0.13589723,5.0,0.0,0,0,1.39758543,1.31429166,-46.48888906,0,178.0,1.49501915,0.05129955,0.1051929,-5.7022044,-43.25306271,-0.02466668,-0.01472998,0.27275206,0.0,-0.05855156,-0.00307227,0.01718752,0.04918036,0.00474405,6.24857146,6.32066671,0,1,6.37600007,0,-1.95658164,31.68316201,0,0,0,0,-12051.02043152,1.0,3.0,5.0,8.74436376,-1.38428166,0.17369624,0.0,1.0,0,0,0.0,-1972.34372638
2002-01-25,5.8499999,4.24908376,-6.82594069,-28.13974188,-1.86222855,0.31078672,4.0,0.0,0,0,1.43408061,1.34909893,-48.00000085,0,179.0,3.07692019,0.05265174,0.10037539,-7.39847699,-43.84541694,-0.01222221,-0.02823922,0.29708188,-0.01472998,0.0,-0.05855156,-0.00307227,0.01718752,-0.05916629,6.21285718,6.31400003,0,1,6.35050006,0,-2.11700861,25.83731686,0,1,0,0,-49402.02217102,0.0,3.0,4.0,11.34832775,-3.34043724,0.07881968,0.0,2.0,0,1,-4.2553228,-8206.31600125
2002-01-28,6.05000019,4.155844,-2.67723543,-25.49444375,-1.9037714,-0.60778513,3.0,0.0,0,0,1.38374022,1.30062334,-46.22222053,0,180.0,3.96694612,0.07824866,0.09789806,-2.76815655,-44.69118597,0.01399998,0.03418808,0.29992763,-0.02823922,-0.01472998,0.0,-0.05855156,-0.00307227,-0.10459302,6.16285719,6.30333338,0,1,6.34750006,0,-1.90104398,30.49328045,0,0,0,0,104140.14897346,1.0,4.0,4.0,7.11516292,0.24656719,0.25202362,1.0,0.0,0,0,0.0,17801.73515747
2002-01-29,5.82999992,4.19014962,-5.35714489,-28.01713869,-1.93914996,1.0009988,2.0,0.0,0,0,1.43112107,1.34731808,-48.17777846,0,181.0,3.08747566,0.105903,0.10113272,-5.43739269,-45.19797728,0.03044441,-0.03636368,0.3210165,0.03418808,-0.02823922,-0.01472998,0.0,-0.05855156,-0.06733267,6.06571429,6.29166671,0,1,6.31900005,0,-2.1108552,31.62791275,0,0,0,0,-69564.08443451,1.0,4.0,4.0,10.37927643,-2.89807503,0.11917835,0.0,1.0,0,0,0.0,-11498.1954118
2002-01-30,5.71999979,4.14585451,-6.44860198,-29.19521721,-1.96426427,0.20373858,2.0,0.0,0,0,1.45379252,1.37087543,-49.15555742,0,182.0,2.44755854,0.13372067,0.11735296,-6.210505,-45.78876602,0.01044447,-0.01886795,0.34533398,-0.03636368,0.03418808,-0.02823922,-0.01472998,0.0,-0.04514479,5.95571429,6.27566671,0,1,6.28150005,0,-2.20644373,33.99999905,0,0,0,0,-46541.05648994,1.0,3.0,4.0,11.7147377,-4.0089784,0.09350926,0.0,2.0,0,0,0.0,-7983.02866192
2002-01-31,5.71999979,4.13336671,-5.84362506,-29.00892004,-1.98235,-0.0938152,2.0,0.0,0,0,1.44996134,1.36729401,-49.15555742,0,183.0,3.32167944,0.15432573,0.13430704,-5.87948833,-45.97942396,-0.06466668,0.0,0.36257274,-0.01886795,-0.03636368,0.03418808,-0.02823922,-0.01472998,-0.06401273,5.89999996,6.2606667,0,1,6.24200003,0,-2.20093977,35.60209529,0,0,0,0,0.0,1.0,2.0,4.0,10.64323544,-3.58298389,0.14007206,0.0,0.0,0,0,0.0,0.0
2002-02-01,5.69000006,4.14260568,-5.87262118,-29.20199766,-1.99195,0.00496201,2.0,0.0,0,0,1.45389529,1.37104318,-49.42222171,0,184.0,3.69067767,0.171196,0.15109987,-5.98578974,-46.20198569,-0.10422228,-0.00524471,0.36105515,0.0,-0.01886795,-0.03636368,0.03418808,-0.02823922,-0.04928276,5.83999995,6.24600004,0,1,6.18850002,0,-2.22381471,38.2022496,0,0,0,0,-6125.94547272,1.0,1.0,4.0,10.39396997,-3.49927991,0.15483115,0.0,1.0,0,0,0.0,-1070.96952752
2002-02-04,5.5,4.53246785,-8.44233046,-31.37524027,-2.00745716,0.4375745,2.0,0.0,0,0,1.50252468,1.41187532,-51.11111111,0,185.0,4.72727689,0.18460558,0.16856968,-8.68396372,-46.46188021,-0.11799996,-0.03339193,0.35596388,-0.00524471,0.0,-0.01886795,-0.03636368,0.03418808,-0.02628825,5.76571424,6.22033337,0,1,6.12050002,0,-2.40643426,35.97883651,0,0,0,0,-37677.01134682,0.0,1.0,4.0,13.44588754,-5.80951919,0.0642114,0.0,2.0,0,0,0.0,-6621.61879928
2002-02-05,5.21999979,4.78927288,-12.18457432,-34.67855735,-2.04696431,0.44327143,2.0,0.0,0,0,1.5534728086088658,1.4735559592219216,-53.60000186,0,186.0,5.841884394332865,0.19615848,0.18710555,-12.15549262662732,-46.89785936,-0.05555559,-0.05090913,0.3579691,-0.03339193,-0.00524471,0.0,-0.01886795,-0.03636368,-0.09386826,5.67571422,6.18233336,0,1,6.0355,0,-2.67641644,29.04762964,0,1,0,0,-70840.05308151,0.0,1.0,3.0,16.783766116663873,-10.05237476,-0.06953254,0.0,3.0,0,0,0.0,-12880.00965118
2002-02-06,5.15999985,4.47120791,-11.88094869,-35.23812111,-2.11193575,-0.02491885,2.0,0.0,0,0,1.5534728086088658,1.4735559592219216,-54.13333469,0,187.0,2.51938214,0.20551951,0.20554578,-12.15549262662732,-47.34209191,-0.07533337,-0.01149424,0.38064876,-0.05090913,-0.03339193,-0.00524471,0.0,-0.01886795,-0.10841371,5.54857131,6.14533335,0,1,5.9625,0,-2.73045375,16.66667948,0,1,0,0,-8741.99166298,0.0,1.0,2.0,16.783766116663873,-9.98127865,-0.02706079,0.0,4.0,0,0,0.0,-1674.71111386
2002-02-07,5.8499999,4.66422553,0.713231,-26.37481011,-2.13707863,-1.06003149,2.0,0.0,1,0,1.40487305,1.31158854,-48.00000085,0,188.0,2.22222421,0.20881512,0.2212514,-0.51820772,-47.72912916,-0.07644446,0.06788265037150593,0.3695389,-0.01149424,-0.05090913,-0.03339193,-0.00524471,0.0,-0.10104001,5.55142845,6.13700002,0,1,5.93699999,0,-2.03332043,36.47540879,0,0,0,0,162081.01344109,1.0,2.0,2.0,5.19009553,4.35625789,0.44114281,1.0,0.0,1,0,13.59222905,31411.05004535
2002-02-08,6.07000017,4.56578019,5.04326675,-23.40935408,-2.14667861,6.07101448,2.0,0.0,1,0,1.35130027,1.25998467,-46.04444292,0,189.0,4.94233452,0.20618726,0.23595135,4.11529099,-48.17710582,-0.04244444,0.03760688,0.36269612,0.06791381547290641,-0.01149424,-0.05090913,-0.03339193,-0.00524471,0.03268094,5.60142851,6.12733335,0,1,5.927,0,-1.80846812,42.0454646,0,0,0,0,37422.0454216,2.0,3.0,3.0,1.38036938,7.21170178,0.59856748,2.0,0.0,0,0,0.0,6396.93094558
2002-02-11,6.11999989,4.22502384,5.89543822,-22.58799125,-2.12646434,0.16897212,3.0,0.0,1,0,1.33403948,1.249539,-45.60000102,0,190.0,2.450982,0.19434337,0.24600044,4.95174532,-48.16665619,-0.08200005,0.00823718,0.36296846,0.03760688,0.0679126573860187,-0.01149424,-0.05090913,-0.03339193,0.07553253,5.65857138,6.12766668,0,1,5.92749999,0,-1.75095817,50.21644477,0,0,0,0,13994.91991997,3.0,3.0,4.0,0.99959337,7.71081741,0.63258721,3.0,0.0,0,0,0.0,2305.58806
2002-02-12,6.19999981,4.21659037,7.16049179,-21.3891326,-2.10123579,0.21458177,4.0,0.0,1,0,1.31425465,1.22992285,-44.88889058,0,191.0,3.70967784,0.1817529,0.25234466,6.56092206,-48.28206405,-0.03155556,0.01307188,0.3674579,0.00823718,0.03760688,0.06791913964199701,-0.01149424,-0.05090913,0.11716164,5.73142849,6.121,0,1,5.93599997,0,-1.66409407,51.88283776,0,0,0,0,21863.97914886,4.0,4.0,5.0,0.11610938,8.44468741,0.67961231,4.0,0.0,0,0,0.0,3572.54567936
2002-02-13,6.28999996,4.32659546,8.35486713,-20.06405095,-2.06380007,0.16680074,5.0,0.0,1,0,1.29426755,1.20773564,-44.08888923,0,192.0,3.81557667,0.16114164,0.25319244,7.95740665,-48.21002791,0.00111114,0.01451615,0.37431312,0.01307188,0.00823718,0.03760688,0.06795898882096522,-0.01149424,0.14555523220528327,5.84428562,6.11500001,0,1,5.94549997,0,-1.57073181,55.64853323,0,0,0,0,12573.02131653,5.0,5.0,6.0,-0.93595476,9.08075392,0.73008811,5.0,0.0,0,0,0.0,2027.90672634
2002-02-14,6.1500001,4.44831575,5.55351497,-21.64007835,-2.02197149,-0.33529584,6.0,0.0,1,0,1.32064574,1.23167943,-45.33333249,0,193.0,3.57723231,0.13859389,0.24898838,5.3623452,-48.11555551,0.01377781,-0.02225753,0.36231861,0.01451615,0.01307188,0.00823718,0.03760688,0.06791497053951066,0.14555523220528327,5.97714281,6.10300001,0,1,5.93299997,0,-1.70677214,56.3559346,0,0,0,0,-21867.97914505,4.0,5.0,6.0,1.47763077,6.62743599,0.64973018,0.0,1.0,0,0,0.0,-3476.62627626
2002-02-15,6.21999979,4.36380322,6.53290717,-20.55788566,-1.99102866,0.17635537,7.0,0.0,1,0,1.30241621,1.21514015,-44.71111298,0,194.0,3.37620651,0.12235757,0.23909545,6.77395888,-48.21875333,0.02999998,0.01138206,0.34331629,-0.02225753,0.01451615,0.01307188,0.00823718,0.03760688,0.05117458,6.12857137,6.08499999,0,1,5.91849995,0,-1.6337357,53.81165018,0,0,0,0,8728.96194458,4.0,6.0,6.0,0.4069944,7.0503386,0.71954962,1.0,0.0,0,0,0.0,1419.34338361
2002-02-19,5.76999998,5.00123731,-1.10185989,-26.08912887,-1.97241437,-1.16866302,7.0,0.0,0,0,1.40299331,1.30296857,-48.71111128,0,195.0,2.94627516,0.10755921,0.22304387,-0.82041018,-48.28685134,0.08399998,-0.06722017170333011,0.31697381,0.01138206,-0.02225753,0.01451615,0.01307188,0.00823718,0.02494976,6.11714281,6.04866665,0,1,5.88249996,0,-2.07160988,48.78048875,0,0,0,0,-179999.92370605,3.0,6.0,6.0,8.51586518,0.8828794,0.41127029,0.0,1.0,0,1,-8.70253443,-28938.89546265
2002-02-20,5.84000015,4.8923672,-0.04889621,-24.97815954,-1.94154292,-0.95562393,7.0,0.0,0,0,1.38186884,1.2840215,-48.08888753,0,196.0,2.2260293,0.09564933,0.20183361,0.1731496,-48.17861605,0.15222225,0.01213175,0.31249257,-0.06727546917220843,0.01138206,-0.02225753,0.01451615,0.01307188,-0.05563467,6.08428567,6.01266665,0,1,5.86899996,0,-1.99697187,52.47934674,0,0,0,0,10780.02643585,3.0,7.0,7.0,7.10849872,2.45419702,0.4767996,1.0,0.0,0,0,0.0,1868.28881655
2002-02-21,5.82000017,4.90917944,-0.51281712,-24.99081501,-1.90905003,9.48787006,7.0,0.0,0,0,1.38226186,1.28407827,-48.26666514,0,197.0,3.2646057,0.0811657,0.18095907,-0.26709507,-48.1281179,0.16782706929571295,-0.00342465,0.30740813,0.01213175,-0.0672766991517233,0.01138206,-0.02225753,0.01451615,-0.05657481,6.04142857,5.986,0,1,5.85449996,0,-2.00992087,52.0491885,0,0,0,0,-4803.99541855,2.0,7.0,7.0,7.20162089,2.35428624,0.47194301,0.0,1.0,0,0,0.0,-822.60193374
2002-02-22,5.86999989,4.90386933,0.12183108,-24.09204801,-1.8701929,-1.23757218,8.0,0.0,1,0,1.36642373,1.26834634,-47.82222324,0,198.0,4.08858221,0.06413741,0.15554557,0.31647821,-47.98683358,0.04066669,0.00859102,0.30497803,-0.00342465,0.01213175,-0.06727065051919,0.01138206,-0.02225753,-0.07451561,5.99428572,5.96966666,0,1,5.84699996,0,-1.95359103,53.65853375,0,0,0,0,11039.93682861,3.0,7.0,8.0,5.86556372,3.05855978,0.51885376,1.0,0.0,0,0,0.0,1896.89630636
2002-02-25,5.94999981,4.63385328,0.93299174,-22.79796025,-1.81205006,6.65807646,9.0,0.0,1,0,1.3416411,1.24896403,-47.11111281,0,199.0,3.19327837,0.04580418,0.13007767,1.15148873,-47.71318954,-0.00777782,0.01362861,0.30584829,0.00859102,-0.00342465,0.01213175,-0.06728993984907312,0.01138206,-0.04366707,5.94571427,5.95899998,0,1,5.85199995,0,-1.86892167,59.57446636,0,0,0,0,13639.98699188,3.0,7.0,9.0,4.05049593,3.97794344,0.58010496,2.0,0.0,0,0,0.0,2323.6775567
2002-02-26,5.80000019,4.60591031,-2.29815545,-24.47719752,-1.74337146,-3.46321094,9.0,0.0,0,0,1.37016251,1.2780443,-48.44444275,0,200.0,2.41379072,0.03757098,0.11046519,-2.16972174,-47.30102156,-0.02155554,-0.02521002,0.30241965,0.01362861,0.00859102,-0.00342465,0.01213175,-0.0672622672156095,-0.04142052,5.89571428,5.94866665,0,1,5.83949995,0,-2.01344051,63.06307893,0,0,0,0,-28169.92835999,3.0,6.0,9.0,6.67064553,1.92351425,0.4673469,0.0,1.0,0,0,0.0,-4734.44189294
2002-02-27,6.0999999,4.69554902,1.60618555,-20.30415205,-1.6505286,-1.69890205,10.0,0.0,1,0,1.301726,1.20781502,-45.77777863,0,201.0,4.09836072,0.04700574,0.09501092,2.05349037,-46.86882224,-0.04644441,0.05172409,0.30794909,-0.02521002,0.01362861,0.00859102,-0.00342465,0.01213175,0.00571669,5.87857144,5.95099998,0,1,5.85299995,0,-1.70701729,69.10570303,0,0,0,0,76829.9267292,3.0,6.0,10.0,0.9402947,5.75579071,0.70052012,1.0,0.0,1,0,6.08695486,13246.53865563
2002-02-28,6.11000013,3.92798475,1.45890396,-19.92450983,-1.60815716,-0.0916965,10.0,0.0,1,0,1.28810143,1.20954173,-45.6888877,0,202.0,2.45498552,0.05955215,0.08624276,1.95775903,-46.73175164,-0.06866666,0.00163938,0.31141234,0.05172409,-0.02521002,0.01362861,0.00859102,-0.00342465,0.04530904,5.92714289,5.95133332,0,1,5.87249997,0,-1.69211451,57.30338222,0,0,0,0,1979.04529572,4.0,6.0,10.0,0.62303183,5.26894279,0.69066374,2.0,0.0,0,0,0.0,324.43366011
2002-03-01,6.36999989,3.74523246,5.40125134,-16.28280013,-1.5653786,2.70226656,10.0,0.0,1,0,1.23194999,1.15704534,-43.3777788,0,203.0,4.08162883,0.06958184,0.07971721,6.07893118,-46.62255683,-0.04155557,0.04255315,0.32812867,0.00163938,0.05172409,-0.02521002,0.01362861,0.00859102,0.05037307,6.00285714,5.95033331,0,1,5.90499997,0,-1.42958585,58.24175824,0,0,0,0,30263.971138,4.0,7.0,10.0,-2.50270747,8.91497138,0.85428168,3.0,0.0,0,0,0.0,4953.18665739
2002-03-04,6.75,3.79893994,10.86344469,-11.07773792,-1.5023286,1.01128294,10.0,0.0,1,0,1.16256718,1.08658838,-40.0,0,204.0,2.51851965,0.0793367,0.07751152,11.95060264,-46.40493344,-0.05222218,0.05965465,0.37397722,0.04255315,0.00163938,0.05172409,-0.02521002,0.01362861,0.08433521,6.13571426,5.9583333,0,1,5.95799997,0,-1.04753128,64.65117455,0,0,0,0,49590.01493454,4.0,7.0,10.0,-6.42937864,13.50629742,1.02944404,4.0,0.0,1,0,10.11419044,7784.93184073
2002-03-05,6.73999977,3.91055349,10.00232815,-10.99490581,-1.44545717,-0.07926736,10.0,0.0,1,0,1.16263673,1.08442566,-40.08889092,0,205.0,4.89614147,0.09394333,0.08547245,10.51585658,-45.78958085,0.05955556,-0.00148152,0.39617912,0.05965465,0.04255315,0.00163938,0.05172409,-0.02521002,0.13036125,6.25999996,5.96666663,0,1,6.01999996,0,-1.05307784,62.98077474,0,0,0,0,-3103.07102203,4.0,7.0,9.0,-5.49090574,12.30441481,0.95433983,0.0,1.0,0,0,0.0,-459.71422549
2002-03-06,7.01000023,3.86182842,12.841328475417487,-7.23279512,-1.37797858,0.34535189,10.0,0.0,1,0,1.11658544,1.03934887,-37.68888685,0,206.0,4.850216,0.11617802,0.10605319,12.452774359162047,-45.00170611,0.06555552,0.04005942,0.4079535,-0.00148152,0.05965465,0.04255315,0.00163938,0.05172409,0.14555523220528327,6.41142859,5.99666664,0,1,6.10949998,0,-0.77866444,65.92921456,0,0,0,0,95283.1615448,4.0,7.0,9.0,-7.73550033,14.71453909,1.05184001,1.0,0.0,0,0,0.0,14136.96806832
2002-03-07,7.07999992,3.77320256,12.841328475417487,-6.1095135,-1.29570002,-0.00638759,10.0,0.0,1,0,1.10280266,1.02733861,-37.06666734,0,207.0,2.1186387,0.1403137,0.13129019,12.452774359162047,-44.3899065,0.09599996,0.00998569,0.39855626,0.04005942,-0.00148152,0.05965465,0.04255315,0.00163938,0.14242508,6.59428569,6.02899996,0,1,6.20549998,0,-0.70649201,71.23288148,1,0,0,0,15756.93130493,4.0,8.0,10.0,-7.4950746,14.40511186,1.04854234,2.0,0.0,1,0,5.67164366,2247.77900007
2002-03-08,6.94999981,3.90544541,10.36751077,-7.6307649,-1.22700716,-0.22460947,10.0,0.0,1,0,1.121666,1.04355709,-38.22222392,0,208.0,3.88489192,0.15829335,0.15358637,10.50569402,-44.09539107,0.11288891,-0.0183616,0.42211837,0.00998569,0.04005942,-0.00148152,0.05965465,0.04255315,0.14555523220528327,6.71571425,6.05999996,0,1,6.26049998,0,-0.83483176,66.22222608,0,0,0,0,-18252.0160675,3.0,7.0,9.0,-5.41180235,11.38855862,0.90835692,0.0,1.0,0,0,0.0,-2577.9683989
2002-03-11,7.26000023,3.69932967,12.841328475417487,-3.31794914,-1.10557857,0.29001424,11.0,0.0,1,0,1.07131145,0.99732485,-35.46666463,0,209.0,3.30578844,0.183351,0.18229201,12.452774359162047,-43.02355257,0.11911115,0.04460438,0.47447478,-0.0183616,0.00998569,0.04005942,-0.00148152,0.05965465,0.08985664,6.87999998,6.10699997,0,1,6.31999998,0,-0.52373882,85.30806051,1,0,0,0,46748.0632782,3.0,7.0,10.0,-7.89673934,14.38116368,0.99528462,1.0,0.0,1,0,6.45161358,6726.34022463
2002-03-12,7.1500001,3.96603275,10.04837433,-4.58906461,-0.99675715,-0.24867679,12.0,0.0,1,0,1.08775822,1.00843756,-36.4444436,0,210.0,3.21678344,0.21004515,0.21335519,9.95041623,-42.1961657,0.16782706929571295,-0.01515153,0.50644557,0.04460438,-0.0183616,0.00998569,0.04005942,-0.00148152,0.07480637,6.99142858,6.14366663,0,1,6.37149999,0,-0.63098262,80.4651136,1,0,0,0,-30250.03671646,3.0,7.0,9.0,-5.40387174,12.27853582,0.88429604,0.0,1.0,0,1,-3.37837833,-4166.67159267
2002-03-13,6.69000006,4.62310371,1.99281376,-10.5196275,-0.9172143,-0.80167799,13.0,0.0,1,0,1.16379456,1.07133248,-40.53333282,0,211.0,2.98954087,0.2324509,0.24211542,1.82067822,-41.59666954,0.14488891,-0.06433567,0.50955502,-0.01515153,0.04460438,-0.0183616,0.00998569,0.04005942,0.06113635,6.98285716,6.1723333,0,1,6.396,0,-1.08803655,66.7953636,0,0,0,0,-88826.00736618,2.0,6.0,9.0,2.05270243,6.70894095,0.64424353,0.0,2.0,0,1,-6.43356688,-12423.21764775
2002-03-14,6.71999979,4.57057756,1.51057104,-9.91172445,-0.83935002,-0.24199087,13.0,0.0,1,0,1.15572813,1.06431658,-40.26666853,0,212.0,2.82738189,0.25146114,0.26970981,1.21100913,-40.9813893,0.15577775,0.00448426,0.5139002,-0.06433567,-0.01515153,0.04460438,-0.0183616,0.00998569,-0.04325873,6.98000002,6.20566664,0,1,6.4175,0,-1.05468483,66.53696202,0,0,0,0,7160.93626022,2.0,6.0,9.0,1.77451451,6.77631078,0.64715882,1.0,0.0,0,0,0.0,1070.39405067
2002-03-15,6.71000004,4.53480866,0.53510325,-9.84212255,-0.76821429,-0.64576095,13.0,0.0,1,0,1.15451351,1.06381733,-40.35555522,0,213.0,2.23547086,0.26504385,0.29364458,0.38363005,-40.58349479,0.11155558,-0.00148806,0.51381417,0.00448426,-0.06433567,-0.01515153,0.04460438,-0.0183616,-0.04876016,6.93714285,6.23866665,0,1,6.44549999,0,-1.06217032,65.20000458,0,0,0,0,-1703.95774841,2.0,5.0,8.0,1.90978662,6.1722965,0.62869441,0.0,1.0,0,0,0.0,-253.56514905
2002-03-18,6.55000019,4.65648787,-2.64358996,-11.77440943,-0.69629286,-5.94033621,13.0,0.0,0,0,1.18002286,1.0868931,-41.77777608,0,214.0,3.05343211,0.2763604,0.31389481,-2.7873339,-40.10839713,0.03466667,-0.02384498,0.51148494,-0.00148806,0.00448426,-0.06433567,-0.01515153,0.04460438,-0.03188662,6.8614286,6.26733332,0,1,6.46200001,0,-1.2204297,64.94023768,0,0,0,0,-16767.98400879,1.0,4.0,8.0,4.1278526,3.65840853,0.54301211,0.0,2.0,0,0,0.0,-2498.95438353
2002-03-19,6.73000002,4.35151761,-0.63277779,-9.15410714,-0.63529285,-0.76063694,12.0,0.0,0,0,1.1442804,1.05725005,-40.17777761,0,215.0,3.41753371,0.28526323,0.32999846,-0.83500504,-39.67405291,0.0324445,0.02748089,0.48761503,-0.02384498,-0.00148806,0.00448426,-0.06433567,-0.01515153,-0.10033598,6.83000006,6.30833332,0,1,6.51000001,0,-1.03501298,63.17991682,0,0,0,0,63935.93902588,2.0,5.0,8.0,1.86728804,6.29364501,0.6127939,1.0,0.0,0,0,0.0,9761.21178077
2002-03-20,6.46000004,4.79876175,-4.9700531,-12.61177128,-0.59444286,6.85434185,11.0,0.0,0,0,1.1923065,1.09633126,-42.57777744,0,216.0,2.16718058,0.28395342,0.33955221,-4.91456651,-39.60986404,-0.02777782,-0.04011887,0.46180311,0.02748089,-0.02384498,-0.00148806,0.00448426,-0.06433567,-0.05770356,6.71571432,6.34966666,0,1,6.54100001,0,-1.29909902,56.60377155,0,0,0,0,-86210.99390984,2.0,4.0,7.0,5.96429525,2.57345301,0.45615016,0.0,1.0,0,1,-4.43787249,-12809.95448224
2002-03-21,6.51000023,4.56440713,-4.37519379,-11.77367139,-0.57089283,-0.11968872,10.0,0.0,0,0,1.17909257,1.08780443,-42.1333313,0,217.0,1.53610412,0.26824589,0.33938251,-3.61066933,-39.96569091,-0.05555553,0.00773997,0.4297671,-0.04011887,0.02748089,-0.02384498,-0.00148806,0.00448426,-0.03348676,6.62428577,6.39466667,0,1,6.57550001,0,-1.23788881,52.86885887,0,0,0,0,31860.12153625,2.0,4.0,7.0,4.47845478,2.82392149,0.46189809,1.0,0.0,0,0,0.0,4931.90732943
2002-03-22,6.21000004,4.71589698,-8.26210814,-15.65708657,-0.59351426,0.88839822,9.0,0.0,0,0,1.23279503,1.1384771,-44.79999966,0,218.0,1.9323653,0.23872592,0.32984969,-7.06086916,-40.60628732,-0.03933328,-0.04608298,0.40648527,0.00773997,-0.04011887,0.02748089,-0.02384498,-0.00148806,-0.03023105,6.55571433,6.40666668,0,1,6.59250002,0,-1.52627874,38.5593258,0,0,0,0,-167820.10669708,2.0,4.0,6.0,9.52187822,-0.78906378,0.26475163,0.0,1.0,0,1,-4.6082977,-25778.81732669
