Date,ATR%,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_2,percent_change_Close_lag_3,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_Divergence,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,B%,positive_streak,negative_streak,is_gap_up,is_gap_down,move_from_gap%,VPT
1992-05-19,,,,,,,,False,False,,,0.0,True,0.0,2.91970803,,,,,,,,,,,,0,0,,0,0.0,,,,,,,,,,0.0,0.0,False,False,0.0,
1992-05-20,,,,,,,,False,False,,,0.0,True,0.0,1.42857143,,,,,0.02189781,,,,,,,0,0,,0,0.07572917,,,240037.5,,,,,,,1.0,0.0,False,False,0.0,56067.15328467
1992-05-21,,,,,,,,False,False,,,0.0,True,0.0,1.42857143,,,,,0.0,,0.02189781,,,,,0,0,,0,0.06739636,,,0.0,,,,,,,0.0,0.0,False,False,0.0,0.0
1992-05-22,,,,,,,,False,False,,,0.0,True,0.0,4.82758621,,,,,0.03571429,,0.0,0.02189781,,,,0,0,,0,0.18364093,,,501000.0,,,,,,,1.0,0.0,False,False,0.0,114514.28571429
1992-05-26,,,,,,,,False,False,,,-3.44827586,False,1.0,3.57142857,,,,,-0.03448276,,0.03571429,0.0,0.02189781,,,0,0,,0,0.01938418,,,-269937.5,2.0,,,,,,0.0,1.0,False,False,0.0,-59572.4137931
1992-05-27,,,,,,,,False,False,,,-2.06896552,False,2.0,1.4084507,,,,,0.01428571,,-0.03448276,0.03571429,0.0,,,0,0,,0,0.07826051,,,49625.0,3.0,,,,,,1.0,0.0,False,False,0.0,11342.85714286
1992-05-28,,,,,,,,False,False,,,-1.37931034,False,3.0,1.3986014,,,,,0.00704225,,0.01428571,-0.03448276,0.03571429,4.40625,,0,0,,0,0.10800083,,,7837.5,3.0,,,,,,2.0,0.0,False,False,0.0,1766.1971831
1992-05-29,,,,,,,,False,False,,,0.0,True,0.0,2.73972603,,,,,0.02097902,,0.00704225,0.01428571,-0.03448276,4.44642857,,0,0,,0,0.19195361,,,97650.0,4.0,,,,,,3.0,0.0,False,False,0.0,21851.74825175
1992-06-01,,,,,,,,False,False,,,0.0,True,0.0,2.02702703,,,,,0.01369863,,0.02097902,0.00704225,0.01428571,4.48214286,,0,0,,0,0.24401397,,,53725.0,4.0,,,,,,4.0,0.0,False,False,0.0,11775.34246575
1992-06-02,,,,,,,,False,False,,,0.0,True,0.0,2.68456376,,,,,0.00675676,,0.01369863,0.02097902,0.00704225,4.52232143,,0,0,,0,0.25885123,,,43300.0,5.0,7.0,,,,,5.0,0.0,False,False,0.0,9362.16216216
1992-06-03,,,,,,,,False,False,,,-3.3557047,False,1.0,3.47222222,,,,,-0.03355705,,0.00675676,0.01369863,0.02097902,4.51785714,,0,0,,0,0.09539618,,,-190937.5,4.0,7.0,,,,,0.0,1.0,False,False,0.0,-41006.7114094
1992-06-04,,,,,,,,False,False,,,-6.04026846,False,2.0,2.85714286,,,,,-0.02777778,,-0.03355705,0.00675676,0.01369863,4.51785714,,0,0,,0,-0.02984544,,,-58000.0,3.0,6.0,,,,,0.0,2.0,False,False,0.0,-12888.88888889
1992-06-05,,,,,,,,False,False,,,-7.38255034,False,3.0,2.17391304,,,,,-0.01428571,,-0.02777778,-0.03355705,0.00675676,4.5,,0,0,,0,-0.08833494,,,-58800.0,2.0,6.0,,,,,0.0,3.0,False,True,-4.16666667,-13440.0
1992-06-08,,-2.91457286,,,,0.0,,False,False,,,-7.38255034,False,4.0,0.72463768,,,-1.94850642,-5.54203074,0.0,,-0.01428571,-0.02777778,-0.03355705,4.47767857,,0,0,,0,-0.08569919,,-47.20265152,0.0,1.0,5.0,7.0,5.74069875,-0.2223041,,0.0,0.0,False,False,0.0,0.0
1992-06-09,2.97619048,-6.90176322,,,1.36801876,0.0,,False,False,,,-11.40939597,False,5.0,5.3030303,,,-6.88514705,-4.8587833,-0.04347826,,0.0,-0.01428571,-0.02777778,4.41517857,,0,0,,0,-0.26127718,43.58974359,-39.46474359,-296100.0,0.0,5.0,7.0,9.87031007,-3.57660377,,0.0,1.0,False,False,0.0,-68660.86956522
1992-06-10,2.86796537,-6.52503794,,,-0.05458392,0.0,,False,False,,,-11.40939597,False,6.0,0.75757576,,,-6.87867604,-4.86539467,0.0,,-0.04347826,0.0,-0.01428571,4.34375,,0,0,,0,-0.25503665,38.88888889,-34.76388889,0.0,0.0,4.0,6.0,9.06826728,-2.77456098,,0.0,0.0,False,False,0.0,0.0
1992-06-11,2.99890949,-6.80894309,,,0.04351012,0.0,,False,False,,,-12.08053691,False,7.0,3.05343511,,,-7.15634607,-5.30374521,-0.00757576,,0.0,-0.04347826,0.0,4.26339286,,0,0,,0,-0.27214637,37.83783784,-33.74408784,-44175.0,0.0,3.0,6.0,8.76456578,-3.1274548,,0.0,1.0,False,False,0.0,-10709.09090909
1992-06-12,2.77185501,-4.13898825,,,-0.39212471,0.0,,False,False,,,-10.06711409,False,8.0,1.49253731,,,-4.48559817,-5.84363804,0.02290076,,-0.00757576,0.0,-0.04347826,4.21875,,0,0,,0,-0.17710675,34.28571429,-30.09821429,19537.5,1.0,3.0,6.0,5.74964604,-0.58317073,,1.0,0.0,False,False,0.0,4772.51908397
1992-06-15,2.63157895,-4.51282051,,,0.09031972,0.0,,False,False,,,-10.73825503,False,9.0,0.7518797,,,-4.59777408,-6.43641267,-0.00746269,,0.02290076,-0.00757576,0.0,4.1875,,0,0,,0,-0.19976808,38.70967742,-34.55342742,-36812.5,1.0,2.0,6.0,6.01665646,-0.98484616,,0.0,1.0,False,False,0.0,-8791.04477612
1992-06-16,2.5974026,-4.74226804,,,0.05084349,0.0,,False,False,,,-11.40939597,False,10.0,1.51515152,,,-5.09663423,-6.65177857,-0.0075188,0.1751996,-0.00746269,0.02290076,-0.00757576,4.16071429,,0,1,4.35,0,-0.22906382,33.33333333,-29.20833333,-8000.0,1.0,1.0,5.0,6.34798352,-1.27805345,0.17893763,0.0,2.0,False,False,0.0,-1924.81203008
1992-06-17,3.06122449,-8.26833073,,,0.74353931,0.0,,False,False,,,-15.43624161,False,11.0,5.55555556,,,-8.73582177,-7.3417851,-0.04545455,0.19771386,-0.0075188,-0.00746269,0.02290076,4.10714286,,0,1,4.3328125,0,-0.40384298,25.71428571,-21.77678571,-193725.0,1.0,1.0,4.0,10.73680523,-4.87599937,0.00014568,0.0,3.0,False,False,0.0,-46963.63636364
1992-06-18,2.89115646,-7.30425644,,,-0.11659842,0.0,,False,False,,,-15.43624161,False,12.0,0.79365079,,,-8.14206946,-7.9407103,0.0,0.21614402,-0.04545455,-0.0075188,-0.00746269,4.08035714,,0,1,4.3109375,0,-0.4002059,18.75,-14.8125,0.0,1.0,1.0,3.0,9.71773555,-4.22323006,0.06806866,0.0,0.0,False,False,0.0,0.0
1992-06-19,2.83446712,-6.22009569,,,-0.14842863,0.0,,False,False,,,-15.43624161,False,13.0,1.58730159,,,-7.36301484,-8.71490664,0.0,0.23095086,0.0,-0.04545455,-0.0075188,4.05357143,,0,1,4.2890625,0,-0.39500606,13.33333333,-9.39583333,0.0,0.0,1.0,2.0,8.88848866,-3.57713335,0.11944016,0.0,0.0,False,False,0.0,0.0
