Close,EMA,APZ_Upper,APZ_Lower,APZ_Upper%,APZ_Lower%,positive_streak_cumulative,negative_streak_cumulative,ATR%,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,Weighted_Close_Change_Velocity,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_3,percent_change_Close_lag_5,percent_change_Close_lag_10,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_overbought,RSI_oversold,RSI_very_overbought,RSI_very_oversold,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,positive_streak,negative_streak,positive_streak_max,negative_streak_max,is_gap_up,is_gap_down,move_from_gap%,VPT
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.866,1.98,1.851,1.897,-1.836,1.859,0.0,0.0,-1.285,1.942,1.869,1.07,-1.35,2.0,1.0,2.0,0.0,-1.817,-1.924,1.866,0.0,1.0,1.9375,1.132,-0.8604,1.958,1.257,0.0,1.625,1.92,0.0,0.7505,0.0,1.396,0.0,0.0,0.0,0.0,1.77,0.0,1.871,0.7324,0.0,0.0,0.0,0.0,1.752,1.0,0.0,0.0,-1.737,1.991,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.752
1.059,1.548,1.598,1.51,-0.9707,0.9775,0.0,0.0,-1.172,1.109,1.052,0.626,0.5195,0.5,1.0,0.5,0.0,-1.038,-1.017,1.059,0.0,1.0,2.23,1.055,-0.5566,1.096,0.858,0.3884,0.43,1.712,0.882,-0.3225,1.592,0.2454,2.334,0.4167,0.0,0.0,1.488,0.0,1.055,-0.778,0.0,0.0,0.0,0.0,0.49,0.4,2.0,0.0,-0.8896,1.079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48
0.68,1.364,1.422,1.334,-0.535,0.545,0.0,0.9497,-0.6978,0.662,0.6685,0.823,0.0,0.0,1.0,0.0,0.0,-0.646,-0.637,0.68,0.0,1.0,0.4658,1.022,0.0,0.6675,0.7764,-1.039,0.0,1.189,0.1577,0.0,1.396,1.731,2.379,1.4,0.0,0.0,1.459,0.0,0.6714,0.3154,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.502,0.5825,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.4158,1.155,1.187,1.136,-0.2262,0.2378,0.0,1.333,-0.1884,0.3271,0.4,1.193,-0.09454,0.0,1.0,0.0,0.0,-0.3696,-0.4075,0.4158,0.0,1.0,3.736,1.083,0.547,0.313,1.094,1.781,-0.4336,1.113,-0.2128,1.347,0.1793,-1.358,1.559,1.571,0.0,0.0,1.166,0.0,0.4028,1.367,0.0,0.0,0.0,0.0,-0.3857,0.0,0.5,1.333,-0.2267,0.2443,-0.6,1.333,1.333,0.0,0.0,0.0,0.0,-0.3755
0.4255,1.113,1.131,1.101,-0.1355,0.1472,0.0,1.0,-0.1018,0.23,0.4,1.396,0.0,0.0,1.0,0.0,0.0,-0.3452,-0.4214,0.4255,0.0,1.0,-1.428,1.088,0.8096,0.2352,1.119,1.926,0.0,0.9365,-0.6714,0.7305,0.3718,-0.1735,1.281,1.5,0.0,0.0,1.167,0.0,0.4067,1.025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.1426,0.1565,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.1708,0.9897,0.993,0.9883,0.1445,-0.13,0.0,0.5,-0.2108,-0.04608,0.1373,1.364,-0.267,0.0,1.0,0.0,0.0,-0.1293,-0.137,0.1708,0.0,1.0,-0.5044,1.032,1.074,-0.03842,1.045,2.023,-0.807,0.5454,-0.05527,0.1414,1.436,-0.4265,1.077,1.3955,0.0,0.0,1.125,0.0,0.1498,0.6006,0.0,0.0,0.0,0.0,-0.5127,-1.0,0.8,0.5,0.1087,-0.1523,-0.4443,1.0,0.5,0.0,0.0,0.0,0.0,-0.4998
-0.1177,0.793,0.789,0.7974,0.698,-0.7236,0.0,0.0,-0.2556,-0.715,-0.2184,1.056,-0.4912,0.0,1.0,0.0,0.0,0.2081,0.2277,-0.1177,0.0,1.0,-2.291,0.9,1.394,-0.7695,0.888,1.478,-1.105,0.3127,-0.8345,-0.3972,0.6846,0.708,0.901,1.305,0.0,0.0,0.9604,0.0,-0.1818,-0.837,0.0,0.0,0.0,0.0,-0.6567,-2.0,0.0,0.0,0.7275,-0.6826,-0.5,2.0,0.0,0.0,0.0,0.0,0.0,-0.657
-0.5454,0.63,0.6255,0.635,0.783,-0.7837,-0.744,0.0,0.0699,-0.7354,-0.615,0.857,-0.699,0.0,1.0,0.0,0.0,0.6333,0.6123,-0.5454,0.0,1.0,1.587,0.748,1.125,-0.755,0.7363,0.7915,-0.8765,0.174,-1.033,0.09314,0.292,1.281,0.689,0.9795,0.0,0.0,0.7354,0.0,-0.598,-0.2722,0.0,0.0,0.0,0.0,-0.686,-1.429,-1.0,0.0,0.806,-0.778,-0.2856,2.5,0.0,0.0,0.0,0.0,0.0,-0.692
