ATR%,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_2,percent_change_Close_lag_3,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_Divergence,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,B%,positive_streak,negative_streak,is_gap_up,is_gap_down,move_from_gap%,VPT
-0.3872,-0.722,0.387,0.0,0.02493,-0.75,-1.465,0.0,0.0,-0.3416,-0.3777,0.1752,0.0,-0.2646,-0.6396,-0.3062,-0.4978,-0.7017,0.3364,-0.1765,-0.499,-1.238,-0.04657,0.6567,-0.7617,-0.744,0.0,0.0,-0.759,0.0,-0.4204,-0.914,-0.3254,-0.08246,0.0,-0.5,-1.0,0.7573,-0.7695,-0.818,-0.5,2.0,0.0,0.0,0.0,-0.10736
-0.3423,-0.5938,0.387,0.0,-0.121,-0.75,-1.465,0.0,0.0,-0.3416,-0.3777,0.1832,0.0,-0.262,0.1013,-0.2656,-0.4568,-0.5913,0.3188,0.011604,-0.5034,-0.1761,-1.237,-0.04654,-0.7627,-0.745,0.0,0.0,-0.761,0.0,-0.419,-0.8193,-0.3708,-0.038,0.0,0.0,-0.6665,0.6553,-0.698,-0.734,0.0,0.0,0.0,0.0,0.0,-0.02025
-0.3577,-0.4934,0.387,0.0,-0.1213,-0.875,-1.465,0.0,0.0,-0.3416,-0.3777,0.1819,0.0,-0.2593,-0.09894,-0.2316,-0.4146,-0.5015,0.2966,-0.0898,-0.5225,0.0119,-0.176,-1.236,-0.762,-0.7466,0.0,0.0,-0.764,0.0,-0.4194,-0.9746,-0.2947,-0.0614,-1.0,0.0,-1.0,0.6084,-0.662,-0.6914,-0.5,1.0,0.0,0.0,0.0,-0.06616
-0.2632,-0.4023,0.387,0.0,-0.1637,-1.0,-1.465,0.0,0.0,-0.3416,-0.3777,0.1792,0.0,-0.2566,0.3835,-0.2161,-0.3755,-0.4397,0.2793,-0.10425,-0.524,-0.0894,0.011894,-0.176,-0.7627,-0.748,0.0,0.0,-0.766,0.0,-0.4202,-0.957,-0.3037,-0.0646,-2.0,-0.5,-1.0,0.5557,-0.651,-0.652,-0.5,2.0,0.0,0.0,0.0,-0.0723
-0.3362,0.001995,0.387,0.0,-1.699,-0.875,-1.465,1.0,0.0,-0.3416,-0.3777,0.2515,0.0,-0.254,-0.4734,-0.2266,-0.342,-0.04654,0.2646,0.7065,-0.5513,-0.10394,-0.0894,0.01189,-0.7637,-0.749,0.0,0.0,-0.768,0.0,-0.4045,-0.63,-0.4543,0.145,-1.0,0.0,-0.6665,0.1877,-0.3792,-0.3604,0.0,0.0,0.0,0.0,0.0,0.3384
-0.5166,0.2274,0.387,0.0,2.182,-0.75,-1.465,1.0,0.0,-0.3416,-0.3777,0.3025,0.0,-0.2512,-0.2668,-0.257,-0.3179,0.2047,0.26,0.4678,-0.5723,0.7065,-0.1038,-0.08936,-0.7637,-0.749,0.0,0.0,-0.769,0.0,-0.3938,-0.0191,-0.7476,0.0923,0.0,0.5,-0.3333,-0.0007887,-0.1605,-0.1425,0.5,0.0,0.0,0.0,0.0,0.2314
-0.404,0.4258,0.387,0.0,0.819,-0.625,-1.465,1.0,0.0,-0.3416,-0.3777,0.3533,0.0,-0.2485,1.28,-0.2942,-0.308,0.3896,0.2705,0.4631,-0.6177,0.468,0.706,-0.1038,-0.7603,-0.7495,0.0,0.0,-0.7705,0.0,-0.3828,0.209,-0.852,0.1208,0.0,0.5,0.0,-0.1775,0.02393,0.1091,1.0,0.0,0.0,0.0,0.0,0.2834
-0.414,0.716,0.387,0.0,0.782,-0.5,-1.465,1.0,0.0,-0.3416,-0.3777,0.4255,0.0,-0.2458,0.2452,-0.3523,-0.3093,0.6855,0.2776,0.683,-0.631,0.4634,0.4678,0.7056,-0.755,-0.7495,0.0,0.0,-0.7705,0.0,-0.3674,0.2617,-0.868,0.1511,1.0,0.5,0.0,-0.403,0.2756,0.438,1.5,0.0,0.0,0.0,0.0,0.3384
-0.415,0.851,0.387,0.0,0.3418,-0.375,-1.465,1.0,0.0,-0.3416,-0.3777,0.4724,0.0,-0.2432,-0.2081,-0.4185,-0.3242,0.8164,0.2957,0.4104,-0.647,0.683,0.463,0.4675,-0.7485,-0.75,0.0,0.0,-0.771,0.0,-0.3577,0.554,-1.005,0.11865,2.0,0.5,0.3333,-0.5396,0.376,0.6763,2.0,0.0,0.0,0.0,0.0,0.2725
-0.4492,0.8354,0.387,0.0,0.1267,-0.25,-1.465,1.0,0.0,-0.3416,-0.3777,0.4954,0.0,-0.2405,-0.4604,-0.4758,-0.3555,0.8105,0.3198,0.1587,-0.6455,0.4106,0.683,0.463,-0.7417,-0.7495,0.0,0.0,-0.771,0.0,-0.353,0.984,-1.132,0.011154,2.0,1.0,0.6665,-0.587,0.3674,0.775,2.5,0.0,0.0,0.0,0.0,0.06946
-0.506,0.5986,0.387,0.0,-0.1532,-0.125,-1.465,1.0,0.0,-0.3416,-0.3777,0.462,0.0,-0.2378,-0.703,-0.519,-0.4023,0.5815,0.3372,-0.4182,-0.6396,0.159,0.4104,0.6826,-0.736,-0.75,0.0,0.0,-0.771,0.0,-0.3606,0.6836,-1.07,-0.134,1.0,1.0,0.3333,-0.4238,0.1625,0.612,-0.5,1.0,0.0,0.0,0.0,-0.2007
-0.5503,0.65,0.387,0.0,0.2323,0.0,-1.465,1.0,0.0,-0.3416,-0.3777,0.4873,0.0,-0.2351,-0.6875,-0.553,-0.4548,0.6494,0.3477,0.1868,-0.5977,-0.4177,0.1589,0.4102,-0.731,-0.7505,0.0,0.0,-0.769,0.0,-0.3552,0.5923,-1.021,-0.006863,1.0,1.0,0.3333,-0.4592,0.2201,0.607,0.0,0.0,0.0,0.0,0.0,0.03604
-0.495,1.116,0.387,0.0,0.8755,0.125,-1.465,1.0,0.0,-0.3416,-0.3777,0.612,0.0,-0.2324,-0.1455,-0.556,-0.4973,1.103,0.3708,1.202,-0.5117,0.187,-0.4175,0.1588,-0.7246,-0.75,0.0,0.0,-0.766,0.0,-0.3284,0.82,-1.116,0.3286,1.0,1.5,0.3333,-0.834,0.6235,0.8657,0.5,0.0,1.0,0.0,3.129,0.6597
-0.3857,1.978,0.387,0.0,0.9917,0.25,-1.465,1.0,0.0,-0.3416,-0.3777,0.7925,1.0,-0.4543,1.741,-0.4497,-0.5146,1.794,0.396,2.32,-0.3066,1.202,0.1869,-0.4172,-0.714,-0.748,0.0,0.0,-0.7617,0.0,-0.2773,1.399,-1.132,1.47,1.0,2.0,0.6665,-1.403,1.45,1.053,1.0,0.0,0.0,0.0,0.0,2.723
-0.2086,1.921,0.387,0.0,0.1137,0.375,-1.465,1.0,0.0,-0.3416,-0.3777,0.7925,1.0,-0.4543,1.184,-0.2778,-0.473,1.6455,0.4282,0.339,-0.1443,2.32,1.201,0.1868,-0.704,-0.746,0.0,0.0,-0.757,0.0,-0.2693,1.399,-1.132,0.1941,1.0,2.0,1.0,-1.402,1.446,0.9546,1.5,0.0,0.0,0.0,0.0,0.3828
-0.1677,1.388,0.387,0.0,-0.1722,0.5,-1.465,1.0,0.0,-0.3416,-0.3777,0.724,0.0,-0.4517,0.09576,-0.10504,-0.391,1.109,0.4802,-0.744,-0.07745,0.3394,2.318,1.2,-0.6963,-0.744,0.0,0.0,-0.7515,0.0,-0.2854,1.289,-1.132,-0.3835,1.0,1.5,0.6665,-1.001,1.09,0.6694,-0.5,1.0,0.0,0.0,0.0,-0.6265
-0.1996,1.414,0.387,0.0,0.1682,0.625,-1.465,1.0,0.0,-0.3416,-0.3777,0.782,0.0,-0.449,-0.3662,0.08746,-0.2712,1.031,0.5557,0.4968,0.006607,-0.7437,0.339,2.316,-0.6885,-0.742,0.0,0.0,-0.7466,0.0,-0.2744,1.325,-1.132,0.4856,1.0,1.5,1.0,-1.055,1.19,0.656,0.0,0.0,0.0,0.0,0.0,0.898
-0.1746,0.774,0.387,0.0,-0.3608,0.75,-1.465,1.0,0.0,-0.3416,-0.3777,0.6846,0.0,-0.4463,-0.4202,0.2341,-0.1608,0.4834,0.585,-1.029,0.0457,0.497,-0.743,0.3389,-0.6816,-0.7407,0.0,0.0,-0.7427,0.0,-0.2969,1.003,-1.132,-0.3345,0.0,1.0,1.0,-0.598,0.742,0.401,-0.5,1.0,0.0,0.0,0.0,-0.542
-0.006046,-0.011116,0.387,0.0,-0.914,0.75,-1.465,1.0,0.0,-0.3416,-0.3777,0.5366,0.0,-0.4436,0.3145,0.3381,-0.06088,-0.2544,0.609,-1.541,0.04282,-1.028,0.4968,-0.743,-0.678,-0.7397,0.0,0.0,-0.74,0.0,-0.3308,0.53,-0.9707,-1.001,-1.0,0.5,0.6665,0.03738,0.1792,0.09564,-0.5,2.0,0.0,0.0,0.0,-1.731
0.11914,-0.4705,0.387,0.0,-4.445,0.625,-1.465,0.0,0.0,-0.3416,-0.3777,0.4512,0.0,-0.441,0.5864,0.397,0.02309,-0.674,0.6216,-0.947,0.000344,-1.541,-1.027,0.4966,-0.6797,-0.7397,0.0,0.0,-0.7373,0.0,-0.3503,0.2732,-0.857,-0.4072,-2.0,0.0,0.3333,0.3872,-0.1448,-0.09436,-0.5,3.0,0.0,0.0,0.0,-0.6934
0.01573,-0.7104,0.387,0.0,1.02,0.5,-1.465,0.0,0.0,-0.3416,-0.3777,0.4077,0.0,-0.4382,-0.02473,0.421,0.0909,-0.897,0.631,-0.524,-0.05377,-0.9463,-1.54,-1.027,-0.687,-0.7393,0.0,0.0,-0.735,0.0,-0.3606,0.113,-0.784,-0.2532,-2.0,0.0,0.0,0.5273,-0.314,-0.2112,-0.5,4.0,0.0,0.0,0.0,-0.4187
0.06104,-1.1,0.387,0.0,0.9746,0.375,-1.465,0.0,0.0,-0.3416,-0.3777,0.3193,0.0,-0.4355,0.1335,0.398,0.1356,-1.235,0.6206,-0.993,-0.10657,-0.524,-0.946,-1.539,-0.6973,-0.739,0.0,0.0,-0.7334,0.0,-0.381,-0.1641,-0.6606,-0.579,-3.0,-0.5,-0.3333,0.859,-0.61,-0.4258,-0.5,5.0,0.0,0.0,0.0,-1.026
0.0781,-0.863,0.387,0.0,-0.1544,0.25,-1.465,0.0,0.0,-0.3416,-0.3777,0.372,0.0,-0.4329,0.1948,0.3428,0.1603,-0.99,0.616,0.481,-0.1718,-0.9927,-0.5234,-0.9453,-0.705,-0.7373,0.0,0.0,-0.731,0.0,-0.3699,-0.1527,-0.6587,0.2161,-2.0,-0.5,-0.3333,0.621,-0.3362,-0.3538,0.0,0.0,0.0,0.0,0.0,0.4568
0.1277,-0.2695,0.387,0.0,-0.851,0.125,-1.465,0.0,0.0,-0.3416,-0.3777,0.513,0.0,-0.4302,0.4712,0.2664,0.1682,-0.4001,0.6196,1.399,-0.2517,0.4812,-0.992,-0.523,-0.711,-0.736,0.0,0.0,-0.7275,0.0,-0.3389,0.031,-0.729,0.4658,-1.0,-0.5,-0.3333,0.1239,0.2727,-0.0701,0.5,0.0,0.0,0.0,0.0,0.9185
0.193,-0.2338,0.387,0.0,-0.177,0.0,-1.465,0.0,0.0,-0.3416,-0.3777,0.5327,0.0,-0.4275,0.01788,0.1613,0.1581,-0.3276,0.6226,0.1266,-0.3154,1.399,0.481,-0.9917,-0.714,-0.734,0.0,0.0,-0.7246,0.0,-0.335,0.1149,-0.7676,0.01391,0.0,-0.5,0.0,0.0736,0.3174,-0.05807,1.0,0.0,0.0,0.0,0.0,0.0716
0.3333,-0.2452,0.387,0.0,0.2876,-0.125,-1.465,0.0,0.0,-0.3416,-0.3777,0.541,0.0,-0.4248,0.7407,0.00984,0.1312,-0.2966,0.6235,0.00519,-0.371,0.1268,1.398,0.4807,-0.714,-0.7314,0.0,0.0,-0.722,0.0,-0.334,0.0915,-0.755,-0.008125,1.0,0.0,0.0,0.02116,0.2617,-0.07367,1.5,0.0,0.0,0.0,0.0,0.03117
0.2532,0.1752,0.387,0.0,-4.477,-0.125,-1.465,1.0,0.0,-0.3416,-0.3777,0.645,0.0,-0.422,0.04398,-0.192,0.0933,0.1263,0.629,0.9834,-0.4053,0.00549,0.1268,1.397,-0.71,-0.7285,0.0,0.0,-0.719,0.0,-0.3115,0.06555,-0.727,0.3271,2.0,0.0,0.0,-0.3743,0.5425,0.1886,2.0,0.0,0.0,0.0,0.0,0.6396
0.1131,-0.1764,0.387,0.0,-1.249,-0.25,-1.465,0.0,0.0,-0.3416,-0.3777,0.5513,0.0,-0.4194,0.0873,-0.3726,0.03876,-0.2384,0.62,-1.011,-0.4346,0.9834,0.005486,0.1267,-0.7065,-0.727,0.0,0.0,-0.718,0.0,-0.333,-0.5034,-0.461,-0.4504,1.0,0.0,-0.3333,0.0353,0.1691,-0.1254,-0.5,1.0,0.0,0.0,0.0,-0.76
0.2788,-0.957,0.387,0.0,17.19,-0.375,-1.465,0.0,0.0,-0.3416,-0.3777,0.3445,0.0,-0.4167,2.143,-0.522,-0.0317,-1.0,0.589,-2.176,-0.4253,-1.01,0.9824,0.005486,-0.706,-0.726,0.0,0.0,-0.718,0.0,-0.38,-0.8457,-0.3223,-1.367,0.0,0.0,-0.6665,0.8857,-0.566,-0.7646,-0.5,2.0,0.0,0.0,0.0,-2.432
0.2742,-0.68,0.387,0.0,-0.2664,-0.5,-1.465,0.0,0.0,-0.3416,-0.3777,0.3826,0.0,-0.414,0.3252,-0.637,-0.1115,-0.7314,0.563,0.3262,-0.4214,-2.174,-1.01,0.9824,-0.706,-0.7246,0.0,0.0,-0.718,0.0,-0.3718,-0.692,-0.3926,0.11676,0.0,0.5,-0.3333,0.6807,-0.3745,-0.64,0.0,0.0,0.0,0.0,0.0,0.2683
0.3145,-0.07495,0.387,0.0,-1.212,-0.5,-1.465,1.0,0.0,-0.3416,-0.3777,0.4973,0.0,-0.4114,0.626,-0.592,-0.2021,-0.06042,0.5215,1.122,-0.4421,0.3264,-2.174,-1.009,-0.706,-0.7227,0.0,0.0,-0.717,0.0,-0.3467,-0.5796,-0.4314,0.3484,0.0,1.0,-0.3333,0.2327,0.0986,-0.3093,0.5,0.0,0.0,0.0,0.0,0.6978
0.2847,-0.03111,0.387,0.0,1.06,-0.5,-1.465,1.0,0.0,-0.3416,-0.3777,0.4934,0.0,-0.409,-0.1777,-0.5293,-0.3093,-0.03317,0.511,-0.1158,-0.458,1.122,0.3262,-2.172,-0.707,-0.7207,0.0,0.0,-0.7163,0.0,-0.348,-0.4595,-0.4907,-0.06824,-1.0,1.0,-0.3333,0.1919,0.003756,-0.3416,-0.5,1.0,0.0,0.0,0.0,-0.0781
0.2844,0.3577,0.387,0.0,4.79,-0.5,-1.465,1.0,0.0,-0.3416,-0.3777,0.583,0.0,-0.4062,0.983,-0.4753,-0.4302,0.3958,0.5024,0.843,-0.4573,-0.1155,1.121,0.3262,-0.706,-0.718,0.0,0.0,-0.716,0.0,-0.3284,-0.0607,-0.674,0.2125,0.0,1.0,0.0,-0.1183,0.324,-0.06,0.0,0.0,0.0,0.0,0.0,0.435
0.2057,0.177,0.387,0.0,-0.304,-0.375,-1.465,1.0,0.0,-0.3416,-0.3777,0.5503,0.0,-0.4036,-0.3948,-0.4443,-0.5137,0.2355,0.5063,-0.408,-0.4949,0.8433,-0.1154,1.12,-0.708,-0.7153,0.0,0.0,-0.7173,0.0,-0.3362,0.0405,-0.7285,-0.1616,0.0,0.5,0.0,0.03056,0.1604,-0.132,-0.5,1.0,0.0,0.0,0.0,-0.2461
0.2183,0.6685,0.387,0.0,2.084,-0.25,-1.465,1.0,1.0,-0.3416,-0.3777,0.679,0.0,-0.401,0.3804,-0.44,-0.5596,0.732,0.5215,1.235,-0.537,-0.4075,0.843,-0.11536,-0.7056,-0.713,0.0,0.0,-0.7183,0.0,-0.3079,0.3203,-0.8477,0.4495,0.0,0.5,0.3333,-0.3796,0.616,0.3706,0.0,0.0,0.0,0.0,0.0,0.86
0.2247,1.154,0.56,0.02078,0.8896,-0.125,-1.454,1.0,1.0,-0.4895,-0.527,0.7925,1.0,-0.4543,0.868,-0.4512,-0.587,1.156,0.5376,1.379,-0.4922,1.235,-0.4072,0.8423,-0.6953,-0.71,0.0,0.0,-0.7173,0.0,-0.2764,0.6772,-1.002,0.888,0.0,0.5,0.6665,-0.767,1.093,0.8174,0.5,0.0,0.0,0.0,0.0,1.618
0.2615,1.091,0.5737,0.03964,0.0856,0.0,-1.444,1.0,1.0,-0.4988,-0.541,0.7925,1.0,-0.4543,0.524,-0.4446,-0.5835,0.9927,0.5747,0.1295,-0.4614,1.379,1.235,-0.4072,-0.685,-0.7065,0.0,0.0,-0.717,0.0,-0.2734,0.647,-0.984,0.1157,1.0,0.5,0.6665,-0.7856,0.9995,0.83,1.0,0.0,0.0,0.0,0.0,0.2417
0.1937,0.991,0.564,0.05078,0.04712,0.125,-1.434,1.0,1.0,-0.4949,-0.528,0.7925,1.0,-0.4543,-0.1667,-0.424,-0.5713,0.9023,0.5957,-0.0498,-0.4023,0.1298,1.378,1.234,-0.6772,-0.704,0.0,0.0,-0.7153,0.0,-0.2734,0.4934,-0.908,-0.0466,1.0,1.0,0.6665,-0.703,0.895,0.7305,1.5,0.0,0.0,0.0,0.0,-0.0397
0.2189,1.236,0.6577,0.06525,0.4133,0.25,-1.424,1.0,1.0,-0.5713,-0.608,0.7925,1.0,-0.4543,0.5303,-0.3765,-0.5474,1.114,0.547,0.7534,-0.2996,-0.0495,0.1296,1.377,-0.668,-0.701,0.0,0.0,-0.7124,0.0,-0.2556,0.5713,-0.9346,0.4727,2.0,1.5,0.6665,-0.858,1.118,0.791,2.0,0.0,0.0,0.0,0.0,0.857
0.165,0.749,0.5327,0.0744,-0.2896,0.375,-1.413,1.0,1.0,-0.4707,-0.5,0.706,0.0,-0.4517,-0.5376,-0.3125,-0.515,0.629,0.5728,-0.9185,-0.2617,0.7534,-0.04944,0.1296,-0.662,-0.6987,0.0,0.0,-0.7095,0.0,-0.2761,0.3633,-0.8447,-0.3833,1.0,1.0,0.3333,-0.4683,0.702,0.4753,-0.5,1.0,0.0,0.0,0.0,-0.6133
0.2507,0.4707,0.4534,0.0755,-0.2402,0.375,-1.402,1.0,1.0,-0.3972,-0.4377,0.655,0.0,-0.449,0.6484,-0.2477,-0.481,0.3428,0.5874,-0.5854,-0.259,-0.918,0.753,-0.04944,-0.657,-0.697,0.0,0.0,-0.7065,0.0,-0.2886,0.1157,-0.7305,-0.2966,0.0,0.5,0.0,-0.2386,0.4275,0.292,-0.5,2.0,0.0,0.0,0.0,-0.4714
0.3486,1.122,0.6655,0.09064,1.467,0.5,-1.393,1.0,1.0,-0.569,-0.6226,0.7925,1.0,-0.4543,0.6387,-0.1635,-0.4338,0.9624,0.582,1.687,-0.2379,-0.585,-0.917,0.753,-0.651,-0.694,0.0,0.0,-0.701,0.0,-0.2496,0.536,-0.911,1.063,0.0,1.0,0.3333,-0.797,0.973,0.644,0.0,0.0,0.0,0.0,0.0,1.894
0.1823,0.9814,0.6704,0.11774,0.00956,0.625,-1.382,1.0,1.0,-0.5835,-0.6157,0.7925,1.0,-0.4543,0.1664,-0.05237,-0.367,0.8115,0.6167,0.07477,-0.2167,1.687,-0.585,-0.9165,-0.647,-0.6914,0.0,0.0,-0.6963,0.0,-0.2472,1.09,-1.132,0.02074,0.0,1.0,0.6665,-0.759,0.9106,0.5884,0.5,0.0,0.0,0.0,0.0,0.0739
0.1267,0.9814,0.7163,0.1453,0.1461,0.75,-1.371,1.0,1.0,-0.6245,-0.6494,0.7925,1.0,-0.4543,-0.3274,0.0633,-0.2869,0.817,0.6157,0.3862,-0.158,0.075,1.686,-0.5845,-0.643,-0.69,0.0,0.0,-0.6924,0.0,-0.2373,1.097,-1.132,0.1609,0.0,1.5,0.6665,-0.848,0.941,0.5923,1.0,0.0,0.0,0.0,0.0,0.3105
0.1621,0.2944,0.54,0.1604,-0.609,0.75,-1.361,1.0,1.0,-0.4768,-0.506,0.667,0.0,-0.4517,-0.07446,0.1426,-0.209,0.1653,0.6426,-1.301,-0.151,0.3865,0.075,1.685,-0.6416,-0.689,0.0,0.0,-0.6895,0.0,-0.267,0.6226,-0.9634,-0.525,0.0,1.0,0.3333,-0.2727,0.4578,0.2527,-0.5,1.0,0.0,0.0,0.0,-0.8423
0.1497,-0.01539,0.4705,0.1738,-0.7407,0.75,-1.351,1.0,1.0,-0.4185,-0.4458,0.6226,0.0,-0.449,-0.5757,0.1862,-0.1377,-0.09875,0.66,-0.5176,-0.1584,-1.301,0.3862,0.07495,-0.643,-0.6885,0.0,0.0,-0.687,0.0,-0.278,0.517,-0.918,-0.2456,0.0,0.5,0.3333,-0.0866,0.2267,0.1158,-0.5,2.0,0.0,0.0,0.0,-0.3804
0.03577,0.1638,0.5425,0.1863,2.002,0.75,-1.34,1.0,1.0,-0.487,-0.4998,0.6875,0.0,-0.4463,-0.11426,0.1914,-0.07153,0.1019,0.678,0.5737,-0.1422,-0.517,-1.3,0.386,-0.6416,-0.6875,0.0,0.0,-0.6846,0.0,-0.264,0.4902,-0.8955,0.1743,0.0,0.5,0.3333,-0.2654,0.4387,0.2284,0.0,0.0,0.0,0.0,0.0,0.3408
0.1434,-0.0548,0.499,0.1996,-0.7544,0.75,-1.33,1.0,1.0,-0.4434,-0.47,0.662,0.0,-0.4436,0.523,0.1615,-0.01238,-0.0717,0.6943,-0.3271,-0.1523,0.5737,-0.5166,-1.299,-0.639,-0.6865,0.0,0.0,-0.682,0.0,-0.2703,0.5063,-0.9067,-0.154,-1.0,0.0,0.3333,-0.1724,0.2502,0.1342,-0.5,1.0,0.0,0.0,0.0,-0.2231
0.09454,-0.426,0.3916,0.2017,-5.617,0.625,-1.319,0.0,1.0,-0.3538,-0.374,0.587,0.0,-0.441,-0.268,0.0994,0.0335,-0.4355,0.706,-0.8213,-0.2622,-0.3267,0.573,-0.5166,-0.642,-0.685,0.0,0.0,-0.678,0.0,-0.2883,0.1407,-0.7383,-0.3418,-2.0,-0.5,0.0,0.0971,-0.0896,-0.08276,-0.5,2.0,0.0,0.0,0.0,-0.5454
-0.01015,-0.488,0.3628,0.1957,0.4058,0.5,-1.31,0.0,1.0,-0.3352,-0.3416,0.572,0.0,-0.4382,-0.247,0.03696,0.06323,-0.5327,0.714,-0.2289,-0.3801,-0.821,-0.3267,0.573,-0.646,-0.683,0.0,0.0,-0.675,0.0,-0.2925,-0.1766,-0.5845,-0.11847,-2.0,-0.5,-0.3333,0.1572,-0.1565,-0.1757,-0.5,3.0,0.0,0.0,0.0,-0.1642
0.03214,-0.8955,0.2218,0.1831,1.556,0.375,-1.299,0.0,1.0,-0.2059,-0.2177,0.469,0.0,-0.4355,0.572,-0.01659,0.0645,-0.956,0.7114,-1.114,-0.4482,-0.2285,-0.8203,-0.3264,-0.6533,-0.6816,0.0,0.0,-0.6733,0.0,-0.317,-0.432,-0.4746,-0.4812,-2.0,-0.5,-0.6665,0.578,-0.4946,-0.5513,-0.5,4.0,0.0,0.0,0.0,-0.7944
0.07556,-0.4438,0.341,0.1757,-0.5806,0.25,-1.288,0.0,1.0,-0.3105,-0.3281,0.5693,0.0,-0.4329,0.6973,-0.09125,0.04367,-0.508,0.705,0.9556,-0.545,-1.114,-0.2284,-0.82,-0.656,-0.679,0.0,0.0,-0.671,0.0,-0.2944,-0.2185,-0.5645,0.4248,-2.0,-0.5,-0.6665,0.1891,-0.0775,-0.2808,0.0,0.0,0.0,0.0,0.0,0.7935
-0.0505,-0.1266,0.4185,0.1667,-1.107,0.25,-1.278,1.0,1.0,-0.3865,-0.3877,0.6377,0.0,-0.4302,-0.7188,-0.1694,0.000362,-0.2063,0.702,0.6177,-0.611,0.9556,-1.113,-0.2283,-0.6553,-0.677,0.0,0.0,-0.6685,0.0,-0.279,-0.2465,-0.5405,0.08734,-1.0,-0.5,-0.6665,-0.05606,0.1583,-0.0547,0.5,0.0,1.0,0.0,3.715,0.1932
0.10693,-0.6997,0.232,0.1558,-18.0,0.125,-1.268,0.0,1.0,-0.2104,-0.2318,0.4995,0.0,-0.4275,0.597,-0.2605,-0.0641,-0.7583,0.694,-1.459,-0.702,0.618,0.955,-1.112,-0.6597,-0.6753,0.0,0.0,-0.667,0.0,-0.3118,-0.3384,-0.516,-0.7437,-1.0,-1.0,-0.6665,0.505,-0.3354,-0.8125,-0.5,1.0,0.0,0.0,0.0,-1.238
-0.01933,-0.4907,0.2825,0.1497,-0.3066,0.0,-1.257,0.0,1.0,-0.2642,-0.2693,0.5464,0.0,-0.4248,-0.4202,-0.378,-0.1445,-0.547,0.691,0.405,-0.739,-1.458,0.6177,0.9546,-0.662,-0.6743,0.0,0.0,-0.6665,0.0,-0.3013,-0.1602,-0.5967,0.10535,0.0,-0.5,-0.3333,0.2551,-0.1981,-0.627,0.0,0.0,0.0,0.0,0.0,0.2278
-0.2267,-0.335,0.303,0.1351,-0.388,-0.125,-1.247,0.0,1.0,-0.2961,-0.2744,0.571,0.0,-0.422,-0.1755,-0.5054,-0.2231,-0.3884,0.677,0.1694,-0.7363,0.4053,-1.457,0.617,-0.6626,-0.673,0.0,0.0,-0.6665,0.0,-0.2964,-0.4834,-0.4343,0.01859,1.0,0.0,-0.3333,0.1685,-0.1006,-0.4797,0.5,0.0,0.0,0.0,0.0,0.07416
-0.289,-0.0727,0.3577,0.12256,-1.451,-0.125,-1.236,1.0,1.0,-0.3489,-0.3188,0.621,0.0,-0.4194,-0.2399,-0.6006,-0.289,-0.12,0.664,0.438,-0.737,0.1698,0.405,-1.457,-0.661,-0.672,0.0,0.0,-0.6665,0.0,-0.2854,-0.3972,-0.469,0.2367,1.0,0.0,-0.3333,-0.005238,0.0813,-0.1891,1.0,0.0,0.0,0.0,0.0,0.4526
-0.1799,0.2048,0.4167,0.1103,5.715,-0.125,-1.226,1.0,1.0,-0.3936,-0.378,0.676,0.0,-0.4167,0.5884,-0.6484,-0.3591,0.1149,0.6636,0.472,-0.733,0.4382,0.1697,0.4048,-0.6567,-0.67,0.0,0.0,-0.666,0.0,-0.2742,-0.3796,-0.4697,0.3767,1.0,0.5,-0.3333,-0.2059,0.2212,0.106,1.5,0.0,0.0,0.0,0.0,0.6895
-0.2374,-0.010994,0.3403,0.1023,-0.635,-0.125,-1.216,1.0,1.0,-0.33,-0.307,0.624,0.0,-0.414,-0.4521,-0.6655,-0.4246,-0.0926,0.66,-0.5923,-0.74,0.4722,0.438,0.1696,-0.6553,-0.667,0.0,0.0,-0.6665,0.0,-0.2869,-0.237,-0.5474,-0.253,1.0,0.5,-0.3333,0.01512,-0.000819,-0.1735,-0.5,1.0,0.0,0.0,0.0,-0.3926
-0.1871,-0.2766,0.2484,0.0933,-2.506,-0.25,-1.205,0.0,1.0,-0.2444,-0.2275,0.559,0.0,-0.4114,-0.2976,-0.662,-0.4905,-0.3508,0.656,-0.724,-0.735,-0.5923,0.472,0.4377,-0.657,-0.665,0.0,0.0,-0.667,0.0,-0.3022,-0.2788,-0.5366,-0.2449,0.0,0.5,-0.3333,0.2612,-0.2546,-0.5337,-0.5,2.0,0.0,0.0,0.0,-0.3813
