Ticker,Cluster,mean_intragroup_correlation,diff_to_mean_group_corr,correlation_0,correlation_1,correlation_2,correlation_3,correlation_4,correlation_5,correlation_6,correlation_7
DK,2,0.16715,0.10359,0.36687,0.01167,0.27074,-0.00728,0.18534,0.09843,0.01818,0.35411
USCB,3,-0.00439,0.00586,-0.01942,-0.00314,-0.01423,0.00148,-0.00879,-0.02165,-0.00144,-0.01828
CALX,3,-0.00439,0.00474,-0.01102,-0.01421,-0.00573,0.00035,0.00034,0.00828,0.00111,-0.01059
VFC,7,0.21639,0.21691,0.43309,0.00552,0.33258,-0.00903,0.21642,0.13599,0.025,0.4333
UEC,2,0.16715,0.06883,0.27481,-0.00033,0.23598,-0.00669,0.1748,0.14787,0.01763,0.29741
STWD,7,0.21639,0.24492,0.45011,-0.00719,0.35076,-0.00879,0.22047,0.22238,0.02481,0.46131
SABA,2,0.16715,0.08451,0.26198,0.01717,0.25166,-0.00681,0.16671,0.27412,0.01907,0.32363
RGNX,3,-0.00439,0.00427,-0.01004,-0.00407,-0.00585,-0.00012,-0.00554,0.01218,-0.00215,-0.00596
CVX,7,0.21639,0.27492,0.45968,0.00272,0.368,-0.01113,0.24016,0.20228,0.02741,0.49132
PNNT,7,0.21639,0.22357,0.40898,-0.0028,0.33405,-0.01028,0.21604,0.21051,0.02552,0.43996
LEO,5,0.11046,0.30771,0.12625,0.00418,0.15508,-0.00157,0.09548,0.41816,0.00754,0.19721
NAPA,3,-0.00439,0.00551,-0.03935,0.00497,-0.02534,0.00112,-0.01899,0.0254,-0.00138,-0.03006
DHY,2,0.16715,0.10481,0.27737,0.01144,0.27196,-0.00629,0.17514,0.28011,0.01723,0.35699
CTSH,7,0.21639,0.23707,0.41119,-0.00219,0.3485,-0.01031,0.22715,0.14551,0.02396,0.45347
SUM,3,-0.00439,0.00376,-0.00043,-0.00081,0.00293,-0.00063,-0.00328,0.01327,0.00046,0.00133
ANF,2,0.16715,0.07692,0.31535,0.00144,0.24407,-0.00738,0.15985,0.07087,0.01849,0.31364
PDFS,2,0.16715,0.10504,0.32968,0.00414,0.27219,-0.00787,0.19141,0.12531,0.02158,0.34216
BWLP,3,-0.00439,0.00484,0.01129,0.0019,-0.00149,0.00046,0.0019,-0.01398,0.00066,0.00101
TGB,4,0.1117,0.0389,0.23759,-0.00097,0.20804,-0.00709,0.1506,0.14876,0.0179,0.2754
TBLD,6,0.01212,-0.0095,0.04536,0.00156,0.02579,-0.00158,0.01556,-0.02275,0.00262,0.02924
COR,2,0.16715,0.10177,0.32941,-0.00862,0.26892,-0.00937,0.18114,0.09614,0.02022,0.33883
VMI,7,0.21639,0.23526,0.46659,-0.0031,0.34345,-0.00969,0.22982,0.11671,0.02591,0.45165
MEOH,7,0.21639,0.22831,0.40621,0.00153,0.32853,-0.01047,0.22322,0.16202,0.02602,0.4447
VZIO,3,-0.00439,0.00583,-0.02392,0.02358,-0.02233,0.00144,-0.01623,0.01812,-0.0031,-0.02382
DIS,7,0.21639,0.25288,0.4412,-0.00634,0.35447,-0.01019,0.23262,0.147,0.02806,0.46927
EG,2,0.16715,0.14257,0.43916,-0.01622,0.30972,-0.00981,0.19308,0.12523,0.02266,0.40607
RNP,7,0.21639,0.26669,0.4044,0.0068,0.36784,-0.01005,0.23653,0.3125,0.02646,0.48308
CMT,4,0.1117,-0.02082,0.14348,0.00463,0.11958,-0.00274,0.09088,0.05057,0.00943,0.15002
WU,2,0.16715,0.13818,0.3978,-0.00846,0.30533,-0.0089,0.1998,0.09536,0.02091,0.39659
OLED,2,0.16715,0.09971,0.2964,0.00804,0.26686,-0.00776,0.1858,0.11962,0.01731,0.34294
OSTIY,3,-0.00439,0.00549,-0.01247,-0.00095,-0.00245,0.0011,-0.00443,-0.00956,-0.0002,-0.00427
ARMK,3,-0.00439,0.00614,0.00246,0.02498,-0.00299,0.00175,-0.00622,0.00301,-0.00181,-0.00205
PG,2,0.16715,0.08852,0.2834,-0.00013,0.25567,-0.00727,0.15839,0.1283,0.01843,0.31717
CRBU,6,0.01212,-0.008,0.02126,0.00607,0.00652,-0.00128,0.00612,-0.04472,0.00412,0.00545
GIL,2,0.16715,0.14184,0.37151,0.00182,0.309,-0.00825,0.20213,0.14886,0.02073,0.40625
HRMY,6,0.01212,-0.0088,0.03064,-0.00307,0.02319,-0.00075,0.01412,0.02807,0.00332,0.02829
PRKS,3,-0.00439,0.00536,-0.00722,0.00065,0.00259,0.00098,0.00276,0.01585,0.00067,0.00256
ESEA,6,0.01212,-0.00209,0.0986,0.01124,0.08204,-0.00332,0.06528,0.04952,0.01003,0.1086
RMD,2,0.16715,0.09442,0.29211,-0.0195,0.26157,-0.00762,0.1783,0.12415,0.0203,0.3294
VSTA,3,-0.00439,0.00606,-0.05477,0.003,-0.0402,0.00168,-0.0265,-0.00721,-0.00317,-0.04906
BHLB,0,0.21347,0.39874,0.61221,-0.02214,0.35693,-0.01067,0.2342,0.10215,0.0261,0.45979
GCMG,3,-0.00439,0.00584,0.01203,0.00157,0.00449,0.00145,0.0012,0.01106,0.00023,-0.0
MAR,7,0.21639,0.29082,0.46514,-0.004,0.37087,-0.011,0.23831,0.14651,0.03075,0.50721
BRX,6,0.01212,-0.01018,0.00659,0.01412,0.00748,-0.00034,0.00624,0.01347,0.00194,0.00925
GUG,6,0.01212,-0.01025,0.01867,0.00078,0.01145,0.00072,0.00413,-0.00089,0.00187,0.01178
AHCO,3,-0.00439,0.00548,-0.00499,0.00081,-0.00415,0.00109,-0.00445,0.00139,0.00186,-0.00313
FUTU,3,-0.00439,0.00586,0.01761,0.01733,0.0078,0.00147,0.00246,0.00631,-0.00034,0.00758
ABIT,3,-0.00439,0.007,-0.02502,0.0358,-0.02963,0.00261,-0.01926,-0.04777,-0.00157,-0.04178
CEVA,2,0.16715,0.11585,0.34037,-0.01493,0.283,-0.00754,0.2031,0.13168,0.02161,0.35192
EGP,7,0.21639,0.27214,0.46003,-0.01014,0.38308,-0.01111,0.24539,0.20137,0.02743,0.48854
LNTH,3,-0.00439,0.00532,0.00019,-0.00831,-0.00154,0.00094,0.00269,-0.01127,-0.00044,-0.00417
FUSN,3,-0.00439,0.00472,0.0049,0.01256,-0.00836,0.00033,-0.00062,-0.01989,0.00023,-0.00825
PAYO,3,-0.00439,0.00576,-0.03394,0.00093,-0.03304,0.00137,-0.02047,-0.0189,6e-05,-0.04242
DPZ,4,0.1117,0.03675,0.2322,0.00282,0.2115,-0.00824,0.14845,0.0926,0.01748,0.26374
BFZ,5,0.11046,0.30521,0.10534,0.00106,0.14726,-0.00143,0.09046,0.41566,0.00858,0.18451
MLKN,0,0.21347,0.25555,0.46902,-0.00402,0.33388,-0.01009,0.21964,0.12886,0.02521,0.43579
PBT,4,0.1117,0.02763,0.23179,0.00129,0.19619,-0.00765,0.13933,0.12228,0.01781,0.25832
CWH,3,-0.00439,0.00422,-0.00509,-0.00207,-0.00367,-0.00017,-0.0024,0.00172,0.00184,-0.00116
HYI,6,0.01212,-0.01031,0.00268,0.00155,0.00945,0.00164,0.00932,0.0283,0.00181,0.00757
SDHY,3,-0.00439,0.00757,-0.01983,0.0039,-0.02142,0.00318,-0.01356,-0.00831,-0.00074,-0.01654
BF-B,2,0.16715,0.14442,0.36187,-0.01307,0.31157,-0.01016,0.2013,0.15895,0.02193,0.3922
MBCN,4,0.1117,-0.01401,0.20503,0.00436,0.13865,-0.00192,0.09769,0.09419,0.00769,0.17713
VCTR,3,-0.00439,0.00645,-0.00972,0.01775,-0.00112,0.00206,-0.00196,0.02235,-0.00012,0.00487
BTT,3,-0.00439,0.00621,0.00857,0.00352,0.00027,0.00183,-0.00036,0.00494,-0.00215,0.00292
PUK,7,0.21639,0.28755,0.47468,-0.00656,0.37515,-0.01008,0.2476,0.15804,0.02717,0.50394
ACEL,3,-0.00439,0.00379,-0.01387,0.00342,-0.01841,-0.0006,-0.01228,-0.00048,-0.00249,-0.02008
SLV,5,0.11046,0.16384,0.10208,0.00503,0.13402,-0.00432,0.09495,0.27429,0.01332,0.16887
ATEYY,4,0.1117,0.03159,0.2402,0.0059,0.21228,-0.00672,0.1433,0.1038,0.01708,0.2831
SPOK,4,0.1117,0.03842,0.30494,0.00267,0.21093,-0.00746,0.15012,0.0796,0.01485,0.25504
IIF,2,0.16715,0.1526,0.35026,-0.00091,0.31975,-0.00997,0.21124,0.20931,0.02694,0.41653
AFG,7,0.21639,0.30314,0.54504,-0.00516,0.3879,-0.0135,0.2421,0.18985,0.029,0.51953
BCS,7,0.21639,0.27241,0.49108,0.00708,0.35792,-0.01061,0.23149,0.12598,0.02621,0.48881
CMCL,6,0.01212,-0.00536,0.08035,-0.00525,0.08383,-0.00292,0.05861,0.12213,0.00677,0.10578
HIW,7,0.21639,0.29809,0.51329,-0.01579,0.3929,-0.01114,0.25083,0.23438,0.02963,0.51448
EQT,4,0.1117,0.04951,0.27461,0.00061,0.22446,-0.00824,0.16121,0.09456,0.02199,0.28936
KW,0,0.21347,0.26629,0.47976,-0.0005,0.35244,-0.00929,0.23618,0.15822,0.02281,0.45524
ELEV,6,0.01212,-0.00656,0.00772,0.00027,0.01058,0.00037,0.00262,0.0319,0.00557,0.0141
EXLS,2,0.16715,0.15609,0.42084,0.00135,0.32324,-0.00797,0.21299,0.15377,0.01869,0.40617
REI,4,0.1117,-0.00907,0.17647,-0.0009,0.13497,0.00012,0.10264,0.05934,0.00611,0.17168
FRFHF,4,0.1117,0.03539,0.28131,0.00507,0.22701,-0.00629,0.14709,0.12998,0.01513,0.30014
CTVA,6,0.01212,-0.00699,0.01911,-0.002,0.00866,-0.00101,0.00494,-0.01854,0.00514,0.0118
DIBS,3,-0.00439,0.00616,-0.02831,-0.04092,-0.03473,0.00177,-0.02549,-0.01178,-0.00526,-0.0445
CHRD,3,-0.00439,0.00452,-0.07012,0.01377,-0.05589,0.00013,-0.03778,-0.02696,-0.00061,-0.06836
GTLS,7,0.21639,0.21265,0.41687,0.00526,0.3258,-0.00859,0.22201,0.17206,0.02418,0.42904
AKYA,3,-0.00439,0.00537,-0.02876,-0.02815,-0.01457,0.00098,-0.00838,-0.01198,0.00113,-0.01343
EMX,4,0.1117,-0.03261,0.09594,-0.01423,0.10744,-0.00403,0.0791,0.14767,0.00981,0.13657
HIE,3,-0.00439,0.00566,-0.00812,0.00352,-0.00985,0.00127,-0.0052,-0.01175,0.00202,-0.01116
NOV,7,0.21639,0.21652,0.4253,0.0013,0.32412,-0.00992,0.21785,0.14111,0.02529,0.43291
YY,6,0.01212,-0.00938,0.02215,-0.00144,0.01529,-0.00161,0.01087,5e-05,0.00274,0.02082
KRG,7,0.21639,0.26844,0.50248,-0.01317,0.37048,-0.00997,0.23282,0.19011,0.02547,0.48483
SA,5,0.11046,0.17973,0.08513,-0.00195,0.11687,-0.00272,0.08558,0.29019,0.01052,0.13949
AES,7,0.21639,0.24419,0.4208,-0.00807,0.35689,-0.01115,0.23444,0.21872,0.02649,0.46058
LSPD,3,-0.00439,0.00647,-0.03674,0.01368,-0.02685,0.00208,-0.01422,-0.02194,-0.00278,-0.03575
AGRO,3,-0.00439,0.00602,-0.01524,0.01412,-0.01698,0.00163,-0.00957,-0.01999,0.00189,-0.02365
SPGI,7,0.21639,0.24866,0.39928,-0.00405,0.35308,-0.0085,0.23036,0.19084,0.02246,0.46505
GATO,3,-0.00439,0.00446,0.00101,0.00257,-0.00675,7e-05,-0.00494,0.00389,0.0005,-0.01216
GGG,7,0.21639,0.30816,0.49775,-0.00825,0.3939,-0.01056,0.25801,0.15595,0.02846,0.52455
OTIS,3,-0.00439,0.00646,-0.0205,0.00418,-0.01626,0.00208,-0.01165,-0.0157,-0.00314,-0.01831
THRY,6,0.01212,-0.00846,0.0149,0.00735,0.01312,-0.00098,0.00688,0.0212,0.00366,0.02308
HLMN,3,-0.00439,0.00654,0.00229,0.00973,0.00015,0.00215,0.00096,-0.00567,0.00071,-0.00116
RCUS,3,-0.00439,0.00623,-0.0099,0.00484,-0.0022,0.00185,-0.00432,0.01708,-0.00089,-0.00374
CRK,4,0.1117,0.01582,0.19783,0.00456,0.16721,-0.00613,0.12752,0.06887,0.01473,0.21522
SGC,4,0.1117,0.02747,0.26027,-0.00019,0.19723,-0.00274,0.13917,0.11444,0.01037,0.24574
VIRC,6,0.01212,-0.00445,0.08414,-0.01275,0.06073,-0.002,0.04418,0.03401,0.00767,0.07837
CPB,4,0.1117,-0.01371,0.16225,0.00049,0.14666,-0.00554,0.09799,0.08201,0.01121,0.16977
FLJ,3,-0.00439,0.00608,-0.0278,0.00832,-0.02258,0.00169,-0.01492,0.00854,-0.0033,-0.02548
ALEC,6,0.01212,-0.00609,0.04031,-0.01143,0.03612,0.00061,0.02416,-0.00317,0.00603,0.04972
MCO,7,0.21639,0.27408,0.43183,-0.003,0.37416,-0.00901,0.24501,0.19114,0.02552,0.49047
MPC,3,-0.00439,0.00696,-0.00992,0.00153,-0.00554,0.00258,-0.00449,0.0121,0.0003,-0.00564
MIDD,7,0.21639,0.26177,0.46693,-0.00236,0.35976,-0.00885,0.23534,0.17252,0.02406,0.47816
CME,2,0.16715,0.13677,0.40497,-0.00642,0.30392,-0.00866,0.19164,0.12637,0.02363,0.39853
MUFG,2,0.16715,0.11572,0.38434,-0.00298,0.28287,-0.0082,0.19165,0.09687,0.01937,0.37155
YALA,6,0.01212,-0.00751,0.05377,0.0019,0.03338,-0.0007,0.02287,0.00741,0.00461,0.03464
HCKT,2,0.16715,0.08022,0.34505,-0.01472,0.24737,-0.00522,0.16552,0.08592,0.01673,0.30784
FIVN,3,-0.00439,0.00555,-0.00829,-0.01733,-0.00776,0.00116,-0.00424,-0.00908,-0.00061,-0.00715
WST,2,0.16715,0.10895,0.31068,-0.00927,0.2761,-0.00939,0.18989,0.10309,0.0239,0.34094
BFC,4,0.1117,0.0012,0.24481,-0.00246,0.1638,-0.0024,0.1129,0.08903,0.00611,0.20566
JBT,0,0.21347,0.30578,0.51925,-0.01183,0.36836,-0.01044,0.24299,0.14454,0.02651,0.48133
IQV,6,0.01212,-0.00898,0.00985,0.00541,0.01327,0.00019,0.00874,0.00866,0.00314,0.01857
SUPN,3,-0.00439,0.00532,-0.00757,0.01679,0.00012,0.00094,0.0013,0.00955,0.00084,-1e-05
BORR,3,-0.00439,0.00562,0.00102,0.0051,-0.00764,0.00123,-0.00346,-0.02593,8e-05,-0.01145
ATSG,2,0.16715,0.07942,0.3388,-0.00873,0.24657,-0.00914,0.16688,0.06944,0.01772,0.31333
AVA,2,0.16715,0.11912,0.3756,-0.01418,0.28627,-0.00961,0.17518,0.16726,0.02213,0.3458
FMBH,4,0.1117,0.04138,0.37545,0.00047,0.22148,-0.00202,0.15308,0.10722,0.00688,0.28448
CBT,7,0.21639,0.30996,0.52068,-0.00145,0.39385,-0.01054,0.26298,0.1663,0.0284,0.52635
AC,3,-0.00439,0.00645,-0.01304,-0.00197,-0.01261,0.00206,-0.00957,0.02323,-0.00179,-0.01529
AIO,3,-0.00439,0.0059,-0.04328,-0.00074,-0.02432,0.00151,-0.01821,-0.00097,-0.00095,-0.02441
DNTH,3,-0.00439,0.00418,-0.01974,0.00217,-0.01782,-0.00021,-0.01478,-0.00536,0.00143,-0.01909
HTGC,7,0.21639,0.21167,0.40405,0.00047,0.32598,-0.00913,0.21496,0.19456,0.02594,0.42806
UP,6,0.01212,-0.00868,0.03647,0.0025,0.03072,-0.00016,0.02052,0.01794,0.00344,0.03577
CHEF,3,-0.00439,0.00524,-0.01929,0.00107,-0.01138,0.00085,-0.00822,0.00592,-0.00265,-0.01141
ANGI,3,-0.00439,0.00612,0.01866,-0.00927,0.01412,0.00173,0.00821,0.01405,-0.00364,0.02023
EDN,4,0.1117,-0.00813,0.16304,-0.00473,0.13623,-0.00373,0.10357,0.06854,0.01245,0.17804
AUTL,3,-0.00439,0.0041,-0.03447,0.01027,-0.02297,-0.00029,-0.01531,-0.00331,0.00021,-0.02384
DASH,6,0.01212,-0.00775,-0.00017,0.00665,0.00706,0.00095,0.00405,0.00182,0.00437,0.01367
ICTSF,3,-0.00439,0.00748,0.00742,0.00013,0.00245,0.0031,0.00141,-0.02127,-0.00238,0.00134
PCTY,6,0.01212,-0.01069,0.03598,0.01819,0.03325,-0.00216,0.02362,0.02525,0.00144,0.04205
BX,7,0.21639,0.27937,0.44213,-0.00343,0.3742,-0.01139,0.25332,0.17391,0.02931,0.49576
UNIT,3,-0.00439,0.00543,-0.01372,0.00048,-0.01211,0.00104,-0.00536,-0.0038,0.00117,-0.01617
CJPRY,4,0.1117,0.00697,0.19607,-0.00965,0.1698,-0.00293,0.11867,0.0822,0.01095,0.21597
GCTS,3,-0.00439,0.00519,-0.01462,0.00659,-0.00403,0.0008,-0.00128,0.00658,-0.00154,-0.00032
SPY,7,0.21639,0.42725,0.57928,-0.00255,0.49267,-0.01368,0.32734,0.21409,0.03552,0.64365
CLDX,4,0.1117,0.00776,0.16286,-0.00921,0.14294,-0.00532,0.11946,0.0592,0.01659,0.17734
MLAB,4,0.1117,0.02292,0.23534,-0.00752,0.18332,-0.00231,0.13462,0.07979,0.01019,0.22445
SYF,3,-0.00439,0.00626,0.01102,0.0048,0.00696,0.00188,0.00594,0.00041,-0.00145,0.01079
NMG,3,-0.00439,0.00382,-0.00459,-0.00341,-0.0049,-0.00057,-0.00433,0.00793,0.00062,-0.00685
RWT,2,0.16715,0.08822,0.32851,0.00053,0.25537,-0.00966,0.16354,0.16625,0.02313,0.33206
BSX,2,0.16715,0.1454,0.36153,-0.00344,0.31255,-0.00882,0.20777,0.13146,0.02065,0.40281
HEI,7,0.21639,0.24457,0.45343,0.00268,0.35062,-0.00911,0.22582,0.15011,0.02268,0.46096
CRF,2,0.16715,0.09438,0.27072,0.00628,0.26153,-0.00606,0.17382,0.22924,0.01971,0.34141
RITM,3,-0.00439,0.00504,-0.01939,-0.00155,-0.00271,0.00065,-0.00357,0.01613,-0.00188,-0.00365
WDS,7,0.21639,0.21856,0.3782,-0.00497,0.33208,-0.01024,0.22311,0.19062,0.02533,0.43496
ODV,3,-0.00439,0.00552,0.00095,-0.00228,0.0041,0.00113,0.00372,0.00265,-0.00107,0.00595
MSFT,2,0.16715,0.16121,0.34396,3e-05,0.32836,-0.01055,0.22105,0.14911,0.02458,0.42243
SKT,2,0.16715,0.14787,0.41677,0.00749,0.31502,-0.01019,0.19941,0.1571,0.02416,0.41277
SSMXY,3,-0.00439,0.00402,-0.00684,-0.00579,-0.01562,-0.00037,-0.0103,-0.02137,0.00108,-0.02175
SNBR,2,0.16715,0.09047,0.32693,-0.00731,0.25762,-0.00778,0.17533,0.10841,0.02067,0.32666
EMD,2,0.16715,0.12794,0.2925,-0.00226,0.2951,-0.00625,0.1957,0.34113,0.02124,0.38441
BITF,3,-0.00439,0.00549,-0.01788,-0.00455,-0.02498,0.00111,-0.0181,-0.01978,-0.00185,-0.02979
ELV,2,0.16715,0.12113,0.33724,-0.00345,0.28828,-0.00719,0.18602,0.11913,0.01916,0.37029
MRAAY,6,0.01212,-0.00753,-0.00752,-0.00162,0.00533,0.00087,0.00187,-0.00554,0.00459,0.0073
NATR,4,0.1117,0.03939,0.29696,-0.00238,0.21689,-0.00531,0.1511,0.10132,0.01391,0.26965
ABCL,6,0.01212,-0.00645,0.04363,-0.02819,0.03647,-0.00046,0.02415,0.01631,0.00567,0.03968
BILI,3,-0.00439,0.00665,-0.00549,-0.0008,-0.00736,0.00226,-0.00808,7e-05,0.00168,-0.00811
UFPI,0,0.21347,0.26613,0.4796,-0.01123,0.34627,-0.00923,0.23134,0.14205,0.02364,0.44743
AZEK,3,-0.00439,0.00604,0.00273,0.02952,-0.00092,0.00165,0.00457,0.00392,0.0001,-0.00211
BHP,7,0.21639,0.25788,0.42111,-0.00155,0.35857,-0.01093,0.24167,0.20578,0.02787,0.47427
GENC,4,0.1117,0.02524,0.26633,0.02025,0.18779,-0.00283,0.13694,0.0736,0.00735,0.23943
INGN,3,-0.00439,0.00571,0.00744,0.00074,-0.00064,0.00132,-0.00271,-0.00523,0.00185,-0.00292
SNAP,3,-0.00439,0.00695,-0.02146,0.02386,-0.01504,0.00256,-0.0071,0.00141,-0.0027,-0.0232
OPCH,4,0.1117,0.02801,0.23983,-0.00048,0.19607,-0.00662,0.13971,0.0886,0.01513,0.24672
MPLN,6,0.01212,-0.00625,0.03807,0.00125,0.03984,-0.00121,0.02471,0.03284,0.00587,0.05091
RDN,2,0.16715,0.14391,0.42039,0.00467,0.31106,-0.00771,0.19936,0.14398,0.02219,0.41135
KMT,7,0.21639,0.29206,0.51412,-0.00411,0.37757,-0.01148,0.25147,0.13617,0.02906,0.50845
BTBT,6,0.01212,-0.00996,0.00489,0.00055,0.00444,-0.00245,0.00224,0.00593,0.00216,0.00645
KFY,0,0.21347,0.30333,0.51679,-0.00619,0.36067,-0.01076,0.23857,0.10139,0.02484,0.46827
HOUS,6,0.01212,-0.00881,0.03941,-0.00942,0.02748,-0.00075,0.01653,0.00689,0.00331,0.03889
BGT,2,0.16715,0.09391,0.2746,-0.01075,0.26106,-0.00478,0.16854,0.27798,0.01786,0.34298
REG,7,0.21639,0.27331,0.47664,0.00454,0.36709,-0.01141,0.22541,0.19868,0.0275,0.4897
ECAT,3,-0.00439,0.00672,0.00984,0.00921,0.01234,0.00234,0.00666,0.01792,0.00025,0.0138
ABXXF,6,0.01212,-0.00933,0.00983,0.00014,0.00637,0.00037,0.00313,0.00194,0.00279,0.00418
STK,7,0.21639,0.25983,0.37991,0.00025,0.35997,-0.01011,0.24866,0.22523,0.02529,0.47623
OB,6,0.01212,-0.0075,0.03474,0.00111,0.03537,-0.00115,0.02539,0.00612,0.00463,0.04467
CTKB,6,0.01212,-0.00768,0.03126,-0.0089,0.02188,-0.00292,0.01494,-0.04026,0.00444,0.02248
GTBIF,6,0.01212,-0.00645,0.00652,0.01091,0.01182,-0.00059,0.00234,0.0343,0.00567,0.01754
DOC,7,0.21639,0.21619,0.38601,-0.00082,0.33355,-0.01006,0.20444,0.23779,0.02444,0.43258
SNV,0,0.21347,0.38081,0.59428,0.01377,0.37819,-0.009,0.24984,0.13431,0.02592,0.50521
FLYW,3,-0.00439,0.00775,-0.00378,-0.01952,-0.00884,0.00337,-0.00515,0.00184,0.00269,-0.00935
VMD,3,-0.00439,0.00521,0.01491,-0.00346,0.00671,0.00082,0.00389,-0.01711,-0.00016,0.00645
HTZ,6,0.01212,-0.00957,0.01511,-0.02698,0.0182,-0.00022,0.01127,0.03184,0.00255,0.0245
MYTE,3,-0.00439,0.005,-0.01373,0.02085,-0.00058,0.00061,9e-05,0.0101,-0.00019,0.00514
RHP,7,0.21639,0.27694,0.48043,-0.00624,0.3689,-0.00987,0.235,0.18456,0.02759,0.49333
PACB,6,0.01212,-0.00664,0.01535,0.01351,0.00541,-0.00028,0.00321,0.00476,0.00548,0.00972
BECN,7,0.21639,0.24906,0.45335,-0.0,0.35126,-0.00934,0.23089,0.1674,0.02553,0.46546
MTH,7,0.21639,0.23502,0.40455,0.0028,0.3404,-0.00859,0.22259,0.21357,0.0233,0.45141
AZZ,0,0.21347,0.28031,0.49377,-0.0083,0.34916,-0.01028,0.23213,0.14888,0.02399,0.45346
WB,3,-0.00439,0.0044,-0.02076,0.02602,-0.01472,2e-05,-0.0064,-0.00312,0.00072,-0.01774
MRVI,3,-0.00439,0.00487,-0.00742,-0.00579,-0.0026,0.00048,0.00127,0.01167,0.0001,-0.00374
SLAB,7,0.21639,0.20218,0.38893,-0.00716,0.32514,-0.00831,0.22618,0.1426,0.02487,0.41857
CHWY,3,-0.00439,0.00523,-0.00539,-0.00966,-0.00038,0.00085,-0.00262,0.01886,5e-05,-0.00168
NBIX,4,0.1117,0.0315,0.21765,-0.01699,0.18307,-0.00622,0.1432,0.06597,0.01212,0.22779
FAURY,3,-0.00439,0.00577,-0.00431,-0.00215,-0.00434,0.00139,-0.00491,-0.00029,-0.00167,-0.01358
VSEC,2,0.16715,0.10209,0.38753,-0.01215,0.26924,-0.00694,0.182,0.09847,0.01611,0.34783
IVA,3,-0.00439,0.00336,-0.00639,-0.04789,-0.01519,-0.00103,-0.00723,0.00549,0.00246,-0.02122
INVA,4,0.1117,0.05562,0.28309,-0.00083,0.23471,-0.00734,0.16732,0.10424,0.01807,0.29394
EVC,2,0.16715,0.07435,0.35045,-0.01085,0.2415,-0.00608,0.1639,0.07881,0.01708,0.30532
XPO,2,0.16715,0.09245,0.31526,0.00242,0.25961,-0.005,0.17882,0.11498,0.01539,0.34598
NZF,5,0.11046,0.3654,0.13825,0.0003,0.18125,-0.00165,0.11187,0.47586,0.01,0.23064
IEP,4,0.1117,0.03113,0.2506,-0.00489,0.20374,-0.00505,0.14283,0.10195,0.0151,0.26655
RAMP,2,0.16715,0.11538,0.3474,-0.00598,0.28254,-0.00947,0.19871,0.1069,0.02421,0.35703
BZZUY,3,-0.00439,0.00486,0.00184,-0.00044,-0.00024,0.00047,-6e-05,-0.01217,-0.00044,0.0022
PFLT,6,0.01212,-0.00754,0.00234,-0.00071,-9e-05,-0.00159,0.00254,0.01106,0.00458,-0.00119
VYGR,3,-0.00439,0.00601,0.01054,-0.01034,0.00549,0.00162,0.00316,0.00285,-0.00135,0.00828
SPWR,4,0.1117,0.06365,0.25838,0.01037,0.23044,-0.00677,0.17535,0.11871,0.01776,0.29033
KRNY,0,0.21347,0.2758,0.48927,-0.00156,0.28904,-0.00807,0.191,0.09601,0.02186,0.36781
QNST,6,0.01212,-0.00913,0.03515,-0.00756,0.02588,-0.00102,0.01679,0.01324,0.00299,0.03529
ETB,7,0.21639,0.27042,0.41128,-0.00019,0.36869,-0.01013,0.24315,0.24514,0.02593,0.48681
GBLI,2,0.16715,0.09008,0.37169,-0.01943,0.25724,-0.01013,0.16865,0.11407,0.02076,0.32178
ACGL,0,0.21347,0.2661,0.47956,-0.00494,0.34211,-0.01035,0.21258,0.15628,0.02443,0.44888
DCI,7,0.21639,0.3206,0.52497,-0.01112,0.40202,-0.0111,0.263,0.15169,0.03033,0.537
BNY,5,0.11046,0.26961,0.10224,-0.00347,0.13979,-0.0005,0.08831,0.38007,0.00746,0.1781
GNL,6,0.01212,-0.01157,0.02622,-0.00477,0.01362,-0.00044,0.00782,0.01008,0.00055,0.01777
NBTB,0,0.21347,0.44865,0.66211,-0.02145,0.3702,-0.01176,0.24551,0.06508,0.02692,0.47018
ADSE,6,0.01212,-0.00999,0.00892,-0.00325,0.00818,-0.00028,0.0035,-0.00769,0.00214,0.00276
CLMB,4,0.1117,-0.02465,0.14156,-0.00367,0.12186,-0.00312,0.08705,0.09721,0.0094,0.15896
ZH,6,0.01212,-0.00856,0.03883,-0.01087,0.01732,0.00215,0.00658,0.03624,0.00356,0.02198
AROW,0,0.21347,0.38239,0.59586,-0.01713,0.35151,-0.00919,0.23549,0.10456,0.0245,0.43788
PM,2,0.16715,0.12702,0.34627,-0.00808,0.29417,-0.00818,0.18553,0.17191,0.01986,0.37322
GWLIF,2,0.16715,0.08689,0.30141,-0.00075,0.25404,-0.00671,0.1635,0.15343,0.0212,0.34503
SID,2,0.16715,0.10808,0.31097,-0.00371,0.27523,-0.01019,0.18548,0.17174,0.02297,0.35479
HDELY,3,-0.00439,0.00634,-0.01496,-0.00298,-0.00485,0.00196,-0.00366,0.00639,-0.00218,-0.00562
ETV,7,0.21639,0.31414,0.43831,-0.00808,0.40196,-0.01132,0.26558,0.27755,0.02952,0.53053
ARGX,3,-0.00439,0.00394,-0.01131,-0.01059,0.00098,-0.00045,0.00239,0.02672,-0.00017,0.00443
