,ATR,ATR%,14ma%,200ma%,14ma-200ma,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP%,percent_change_Close,percent_change_Close_std,percent_change_Volume,std_percent_change_Close,std_percent_change_Close>1,cumsum_percent_change_Close,14_day_range,Percent_ATR,Volatility_Ratio,ATR%_change,days_since_abnormal_pct_change,psych_level,direction_flipper,KC_UPPER%,KC_LOWER%,RSI,MACD,PPO,Volatility,B%,positive_streak,negative_streak,AISRSA_AISRSA,AWHAERT_AWHAERT,FEDFUNDS_FEDFUNDS,GDP_GDP,MSPUS_MSPUS,PCOPPUSDM_PCOPPUSDM,PNRGINDEXM_PNRGINDEXM,UNRATE_UNRATE,USPBS_USPBS,USTRADE_USTRADE,WM2NS_WM2NS,Predictions,Prediction_Error
7735,4.581501451230006,5.5040443278,-5.476655110399999,38.3950024192,25.31996186603996,1.0000000000287557e-06,1.000001,0.7776108829,0.6675300163000001,-14.025929163,0.0,8.000000999999969,2.7132440971,2.9313823829000003,1.149036665013431,3.0322000861,-22.5091953245,3.7003038234,1.000001,-7.7734690703,16.3141410536,5.5040443278,0.49295553099999995,1.2841064304080003,1.000000000139778e-06,1e-06,1.000001,10.585813799399999,5.9263181839,39.1817390699,1.6033742867999996,1.3137683697,0.1408791584,0.27862721929999995,1.000001,1e-06,2.1560010000000003,30.900001,0.090001,22024.502001,358700.000001,6704.900001,91.2975563598975,7.9000010000000005,20231.000001,14998.100001,18596.700001,-1.8726692,2.63
7736,4.581501451230006,5.6447685526,-4.8118935195,38.20820344169999,25.31996186603996,1.0000000000287557e-06,1.000001,0.7799947331,0.6670993820000001,-13.8917807691,0.0,9.000001000000026,4.517917894,0.0680678482,0.0435241517611442,3.0313584385000003,31.7458934396,3.7041220388999996,1.000001,-6.797062291299999,16.132934713500003,5.6447685526,0.8003735312,1.2841064304080003,1.000001,1e-06,1.000001,10.430782258799999,6.5035223988,40.260151187,1.2577322582,1.0361880757,0.1410686356,0.28219640859999995,2.000001,1e-06,2.1560010000000003,30.900001,0.090001,22024.502001,358700.000001,6704.900001,91.2975563598975,7.9000010000000005,20231.000001,14998.100001,18596.700001,-2.648598,61.85
7737,4.581501451230006,5.9306172971,-6.8321525443999995,33.7666147411,25.31996186603996,1.0000000000287557e-06,1.000001,0.806877855,0.688265529,-16.433145986099998,0.0,10.000001000000026,3.5316153596,-3.0204569321999997,-1.1643888279378163,3.039938884,-16.2276178516,3.7180850218000003,1.000001,-11.108329884300002,19.6646723301,5.9306172971,0.5954895939,1.2841064304080003,2.000001,1e-06,1.0000000000287557e-06,13.478058215199997,4.313792676,35.4260497398,0.7005738951,0.5821009690000001,0.141450299,0.16768908299999996,1.0000000000287557e-06,1.000001,2.1560010000000003,30.900001,0.090001,22024.502001,358700.000001,6704.900001,91.2975563598975,7.9000010000000005,20231.000001,14998.100001,18596.700001,0.2970735,1.26
7738,4.581501451230006,6.016307446,-7.514216018400001,31.2843085635,25.31996186603996,1.0000000000287557e-06,1.000001,0.8218697234,0.7015435945,-17.7671756576,0.0,11.000001000000026,3.1629500480000003,-1.6755387983,-0.6376706225949541,3.0411612999,15.0841429973,3.7229601769,1.000001,-11.5092549632,21.6059436583,6.016307446,0.5257303784,1.2841064304080003,3.000001,1.000001,1.0000000000287557e-06,14.705212949299998,3.3437083886,35.228066237099995,0.1132779775,0.09494852860000003,0.1416139147,0.12882677529999997,1.0000000000287557e-06,2.000001,2.1880010000000003,30.800001,0.090001,22024.502001,358700.000001,6713.81136463636,95.4028581823368,6.9000010000000005,20449.000001,15107.800001,18596.700001,-1.2360432,0.94
7739,4.581501451230006,6.4089502103000004,-9.474066633000001,26.8032894306,25.31996186603996,1.0000000000287557e-06,1.000001,0.8527135731000001,0.7245345889,-20.3756122287,0.0,12.000000999999997,4.4833415838,-3.2932244166,-1.2501610731183497,3.0475285448,61.284921594800004,3.7685425572,1.000001,-14.519282294000002,25.5896652409,6.4089502103000004,0.6995447843,1.2841064304080003,4.000001,1e-06,1.0000000000287557e-06,17.8854605104,1.3413891205999997,33.034315522899995,-0.6273473365,-0.5315536147,0.1432154065,0.06473463339999996,1.0000000000287557e-06,3.000001,2.1880010000000003,30.800001,0.090001,22024.502001,358700.000001,6713.81136463636,95.4028581823368,6.9000010000000005,20449.000001,15107.800001,18550.000001,-4.7971687,2.84
7740,4.581501451230006,6.2785516986,-5.646095300499999,30.3034775252,25.31996186603996,1.0000000000287557e-06,1.000001,0.8302257394,0.7046547254000001,-17.9609411376,0.0,13.000000999999997,6.4407748457,2.9418837443,1.1616999722297943,3.0533939103,-31.8319531046,3.7372139795000003,1.000001,-14.877919806200003,21.8931609236,6.2785516986,1.0258386740999998,1.2841064304080003,1.000000000139778e-06,1.000001,1.000001,14.018762467099997,4.8168916288000005,31.755207884900003,-0.9419980893,-0.8074235083000001,0.1420916429,0.20344126090000003,1.000001,1e-06,2.1880010000000003,30.800001,0.090001,22024.502001,358700.000001,6713.81136463636,95.4028581823368,6.9000010000000005,20449.000001,15107.800001,18550.000001,-5.1471043,5.43
7741,4.581501451230006,6.0498043262,-2.8324547953,31.9965049097,25.31996186603996,1.0000000000287557e-06,1.000001,0.8180948562,0.6970987896,-16.671631387999998,0.0,14.000000999999997,3.3091835678000003,1.4866273385000002,0.5937783398545221,3.0536023324,-6.467810671899999,3.5369501406,1.000001,-17.2896001498,20.0071520649,6.0498043262,0.5469911068000001,1.2841064304080003,1.000000000139778e-06,1e-06,1.000001,11.773142905699999,6.3762690730000005,26.961902430400002,-1.0397789448,-0.9036110735999998,0.1348806615,0.28099633719999995,2.000001,1e-06,2.1880010000000003,30.800001,0.090001,22024.502001,358700.000001,6713.81136463636,95.4028581823368,6.9000010000000005,20449.000001,15107.800001,18550.000001,-1.9211825,4.24
7742,4.581501451230006,5.9386009197,-5.4837386992,26.1660275813,25.31996186603996,1.0000000000287557e-06,1.000001,0.8519933982,0.7332213998,-20.1669325268,0.0,15.000000999999997,4.985068056,-4.2575722523,-1.6476671851155007,3.0679207175000003,-17.6649791098,3.6201090124,1.000001,-19.4123684723,25.2613800472,5.9386009197,0.839435736,1.2841064304080003,1.000001,1e-06,1.0000000000287557e-06,15.417521617599999,2.3982801413000003,25.941349007899998,-1.4786691733000001,-1.3046888004000003,0.1380086489,0.17242945980000002,1.0000000000287557e-06,1.000001,2.1880010000000003,30.800001,0.090001,22024.502001,358700.000001,6713.81136463636,95.4028581823368,6.9000010000000005,20449.000001,15107.800001,18550.000001,-6.0767193,2.69
7743,4.581501451230006,5.5053210307,-3.7451610611999997,27.150932748800003,25.31996186603996,1.0000000000287557e-06,1.000001,0.8415211072000001,0.7314147066000001,-19.347139313099998,0.0,16.000000999999997,4.8512299233,0.9522395048000001,0.3820429832297751,3.0660541873000002,11.2956132896,3.1199918119000003,1.000001,-10.3793980903,23.9881650753,5.5053210307,0.8811902672,1.2841064304080003,2.000001,1e-06,1.000001,13.168130569099997,3.3478315231,34.5760295693,-1.7179289307999999,-1.5279888837000002,0.1180195236,0.23396638729999997,1.000001,1e-06,2.1880010000000003,30.800001,0.090001,22024.502001,358700.000001,6713.81136463636,95.4028581823368,6.9000010000000005,20449.000001,15107.800001,18550.000001,-0.69109994,2.81
7744,4.581501451230006,4.7947749831,0.41971493639999996,31.5720862281,25.31996186603996,1.000001,1.000001,0.8079883776,0.712092898,-16.321354710199998,0.0,17.000000999999997,4.2483126533,3.6803677475,1.4412056463745369,3.0757519921000003,-10.5887378647,3.3410184474,1.000001,-6.6939661654,19.5048051811,4.7947749831,0.8860305956000001,0.7716996365000001,1.000000000139778e-06,1e-06,1.000001,8.2024576745,6.1818662749,40.359840013299994,-1.5619311585999998,-1.3969421978999998,0.1261105562,0.37428839649999995,2.000001,1e-06,2.1880010000000003,30.800001,0.090001,22024.502001,358700.000001,6713.81136463636,95.4028581823368,6.9000010000000005,20449.000001,15107.800001,18488.300001,-5.9502482,5.13
